ageband,year,pop,rate,ratelow,rateupp
Total,1996,Maori,1062.4,1016.9,1108
00-04,1996,Maori,452.4,403.5,501.3
05-09,1996,Maori,11.6,3.6,19.7
10-14,1996,Maori,44.5,27.1,62
15-19,1996,Maori,124.2,94.9,153.5
20-24,1996,Maori,135.8,103.1,168.6
25-29,1996,Maori,177.1,137.3,216.9
30-34,1996,Maori,207.3,163.5,251.1
35-39,1996,Maori,256.7,204.5,308.9
40-44,1996,Maori,318,252.3,383.7
45-49,1996,Maori,670.2,563,777.5
50-54,1996,Maori,1134.3,970.8,1297.7
55-59,1996,Maori,1677.3,1463.3,1891.3
60-64,1996,Maori,3108.1,2768.6,3447.6
65-69,1996,Maori,4509.2,4012.8,5005.6
70-74,1996,Maori,6090,5345.5,6834.6
75-79,1996,Maori,8061.7,6893.6,9229.7
80+,1996,Maori,15762.7,13913.1,17612.3
Total,1997,Maori,980.2,937.8,1022.5
00-04,1997,Maori,442.7,394.3,491
05-09,1997,Maori,26.9,14.8,39
10-14,1997,Maori,37.9,22,53.7
15-19,1997,Maori,130.3,100.2,160.4
20-24,1997,Maori,108.5,79.3,137.7
25-29,1997,Maori,171.1,132.4,209.8
30-34,1997,Maori,180.5,139.7,221.4
35-39,1997,Maori,196.9,152.3,241.5
40-44,1997,Maori,370.2,301.1,439.4
45-49,1997,Maori,582.5,484.9,680
50-54,1997,Maori,1163.7,1002.1,1325.4
55-59,1997,Maori,1663.2,1452.3,1874
60-64,1997,Maori,2692.7,2382.8,3002.6
65-69,1997,Maori,4330.2,3855.7,4804.6
70-74,1997,Maori,5634.7,4940.4,6329.1
75-79,1997,Maori,8093.2,6945.4,9241
80+,1997,Maori,13010.8,11371.5,14650
Total,1998,Maori,934.2,893.8,974.6
00-04,1998,Maori,350.8,307.9,393.7
05-09,1998,Maori,20.9,10.3,31.5
10-14,1998,Maori,47.9,30.5,65.3
15-19,1998,Maori,117.1,88.4,145.7
20-24,1998,Maori,134.7,102.2,167.3
25-29,1998,Maori,163.6,126.1,201.1
30-34,1998,Maori,173.2,133.2,213.3
35-39,1998,Maori,204.7,160.4,249
40-44,1998,Maori,305,243.6,366.3
45-49,1998,Maori,625.3,526.5,724
50-54,1998,Maori,949.8,807.8,1091.7
55-59,1998,Maori,1684.9,1474.4,1895.5
60-64,1998,Maori,2697.8,2392.6,3003.1
65-69,1998,Maori,4115.4,3665.2,4565.6
70-74,1998,Maori,5315.1,4660.2,5970.1
75-79,1998,Maori,7862.9,6759.3,8966.5
80+,1998,Maori,12385.8,10831.7,13939.9
Total,1999,Maori,954.2,914.1,994.3
00-04,1999,Maori,383,338.3,427.8
05-09,1999,Maori,15.2,6.2,24.2
10-14,1999,Maori,39.5,24,54.9
15-19,1999,Maori,92.4,66.8,118
20-24,1999,Maori,121.2,90.3,152.2
25-29,1999,Maori,135,101.2,168.9
30-34,1999,Maori,173.2,133.5,212.9
35-39,1999,Maori,224.8,179.1,270.5
40-44,1999,Maori,382,315.3,448.8
45-49,1999,Maori,598.8,504.2,693.3
50-54,1999,Maori,1067.7,921.5,1213.9
55-59,1999,Maori,1718.1,1507.7,1928.6
60-64,1999,Maori,2805.2,2499.7,3110.6
65-69,1999,Maori,3546,3137.2,3954.8
70-74,1999,Maori,5577.7,4924.4,6231
75-79,1999,Maori,8257.6,7161.4,9353.8
80+,1999,Maori,13170.7,11599.7,14741.8
Total,2000,Maori,906,867.5,944.4
00-04,2000,Maori,359.3,316.1,402.5
05-09,2000,Maori,24.8,13.4,36.3
10-14,2000,Maori,21.1,10.1,32.2
15-19,2000,Maori,80.9,57,104.8
20-24,2000,Maori,106.5,77.3,135.8
25-29,2000,Maori,129.3,96.3,162.3
30-34,2000,Maori,167.3,128.6,205.9
35-39,2000,Maori,173.1,133.4,212.9
40-44,2000,Maori,318.9,259.6,378.2
45-49,2000,Maori,540.4,452.5,628.4
50-54,2000,Maori,875.7,747.4,1004
55-59,2000,Maori,1687.7,1480.2,1895.3
60-64,2000,Maori,2365,2092.3,2637.6
65-69,2000,Maori,4054.4,3625.3,4483.4
70-74,2000,Maori,4925.1,4329.9,5520.3
75-79,2000,Maori,7801.4,6770.5,8832.3
80+,2000,Maori,13395.3,11848.3,14942.4
Total,2001,Maori,864.3,827.9,900.6
00-04,2001,Maori,373.2,329.3,417.1
05-09,2001,Maori,24.8,13.3,36.2
10-14,2001,Maori,24.7,13,36.5
15-19,2001,Maori,86.3,61.9,110.8
20-24,2001,Maori,96,68.3,123.7
25-29,2001,Maori,139.1,104.8,173.5
30-34,2001,Maori,174.2,135.3,213.1
35-39,2001,Maori,186.5,145.4,227.7
40-44,2001,Maori,306.1,249.4,362.8
45-49,2001,Maori,479.2,398.4,560.1
50-54,2001,Maori,961.8,831.4,1092.2
55-59,2001,Maori,1542,1345.6,1738.3
60-64,2001,Maori,2472.5,2199.5,2745.6
65-69,2001,Maori,3307,2928.3,3685.7
70-74,2001,Maori,5474.1,4860.7,6087.4
75-79,2001,Maori,6905.5,5976,7835.1
80+,2001,Maori,12168.1,10730,13606.3
Total,2002,Maori,840.3,805.3,875.3
00-04,2002,Maori,341.4,299.4,383.3
05-09,2002,Maori,13.8,5.3,22.4
10-14,2002,Maori,21.3,10.5,32.1
15-19,2002,Maori,84.9,61.4,108.5
20-24,2002,Maori,102.7,73.7,131.8
25-29,2002,Maori,115.9,84.1,147.7
30-34,2002,Maori,164.9,127.3,202.5
35-39,2002,Maori,184.9,143.8,225.9
40-44,2002,Maori,302.2,247.2,357.2
45-49,2002,Maori,585.3,498,672.5
50-54,2002,Maori,886.9,764.9,1008.8
55-59,2002,Maori,1449.7,1264.4,1635.1
60-64,2002,Maori,2133,1882.7,2383.3
65-69,2002,Maori,3674.6,3284.6,4064.6
70-74,2002,Maori,5297.1,4709.3,5884.9
75-79,2002,Maori,6435,5570.8,7299.3
80+,2002,Maori,11983.1,10589.4,13376.8
Total,2003,Maori,829.5,795.5,863.5
00-04,2003,Maori,355.6,312.6,398.6
05-09,2003,Maori,15.2,6.2,24.2
10-14,2003,Maori,39.3,24.7,53.8
15-19,2003,Maori,119.8,92.5,147.1
20-24,2003,Maori,115.9,85,146.9
25-29,2003,Maori,133.5,98.8,168.1
30-34,2003,Maori,163.8,126.5,201.2
35-39,2003,Maori,157.9,119.8,195.9
40-44,2003,Maori,301.8,248,355.6
45-49,2003,Maori,547.3,464.8,629.8
50-54,2003,Maori,797.8,684.7,911
55-59,2003,Maori,1363.4,1189.4,1537.3
60-64,2003,Maori,2208.1,1956.1,2460.1
65-69,2003,Maori,3406,3037.4,3774.6
70-74,2003,Maori,4808.9,4266.5,5351.3
75-79,2003,Maori,7102.3,6221.9,7982.7
80+,2003,Maori,11967.9,10609,13326.7
Total,2004,Maori,803.7,771.1,836.3
00-04,2004,Maori,349.4,306.7,392
05-09,2004,Maori,11.1,3.4,18.8
10-14,2004,Maori,33.6,20.1,47
15-19,2004,Maori,98.8,74.4,123.2
20-24,2004,Maori,117.7,86.9,148.6
25-29,2004,Maori,131.2,96.5,165.8
30-34,2004,Maori,140.2,105.6,174.8
35-39,2004,Maori,205.4,162,248.8
40-44,2004,Maori,347.6,290.4,404.8
45-49,2004,Maori,545.1,464.8,625.4
50-54,2004,Maori,823,710.3,935.6
55-59,2004,Maori,1309.8,1144.4,1475.1
60-64,2004,Maori,1941.6,1708.3,2174.9
65-69,2004,Maori,3230.9,2880.2,3581.7
70-74,2004,Maori,4885.8,4351.4,5420.3
75-79,2004,Maori,6497.3,5680.4,7314.3
80+,2004,Maori,11742.4,10435.3,13049.6
Total,2005,Maori,787.1,755.4,818.8
00-04,2005,Maori,352.6,309.5,395.6
05-09,2005,Maori,22.3,11.4,33.2
10-14,2005,Maori,18.2,8.3,28.1
15-19,2005,Maori,101.4,77,125.9
20-24,2005,Maori,130.1,98.2,162
25-29,2005,Maori,121.5,88.1,154.8
30-34,2005,Maori,179.8,140.4,219.2
35-39,2005,Maori,202.3,159.3,245.3
40-44,2005,Maori,368.6,309.8,427.3
45-49,2005,Maori,423.9,354.7,493.1
50-54,2005,Maori,751.6,645.9,857.4
55-59,2005,Maori,1091.9,946,1237.9
60-64,2005,Maori,2285.5,2033.9,2537.1
65-69,2005,Maori,3008.4,2680.8,3335.9
70-74,2005,Maori,4191.2,3704.6,4677.8
75-79,2005,Maori,6400,5616,7184
80+,2005,Maori,12428.6,11122.7,13734.4
Total,2006,Maori,777.7,747.2,808.2
00-04,2006,Maori,385.7,340.8,430.7
05-09,2006,Maori,25.2,13.6,36.8
10-14,2006,Maori,24,12.6,35.4
15-19,2006,Maori,122.7,96,149.4
20-24,2006,Maori,89.7,63.5,115.9
25-29,2006,Maori,111,79.6,142.3
30-34,2006,Maori,168.2,129.6,206.8
35-39,2006,Maori,199.7,157.3,242.2
40-44,2006,Maori,266.1,215.9,316.3
45-49,2006,Maori,494.5,421.2,567.8
50-54,2006,Maori,747.5,644.2,850.8
55-59,2006,Maori,1237.4,1086.4,1388.4
60-64,2006,Maori,2153.4,1912.1,2394.7
65-69,2006,Maori,2809.2,2500.4,3117.9
70-74,2006,Maori,4595,4098.4,5091.5
75-79,2006,Maori,6413.3,5648.3,7178.3
80+,2006,Maori,11655.6,10438,12873.3
Total,2007,Maori,753.6,724.5,782.8
00-04,2007,Maori,406.1,361.1,451.1
05-09,2007,Maori,21,10.4,31.7
10-14,2007,Maori,21.4,10.6,32.2
15-19,2007,Maori,74.7,54,95.5
20-24,2007,Maori,101.7,74.1,129.4
25-29,2007,Maori,115.8,83.7,147.9
30-34,2007,Maori,174.7,134.9,214.5
35-39,2007,Maori,226.9,182,271.8
40-44,2007,Maori,312.1,257.6,366.6
45-49,2007,Maori,458.5,389.4,527.6
50-54,2007,Maori,779,676.1,882
55-59,2007,Maori,1131,989.7,1272.4
60-64,2007,Maori,1997.3,1771.7,2223
65-69,2007,Maori,2811.7,2506.9,3116.4
70-74,2007,Maori,4431.2,3956.7,4905.7
75-79,2007,Maori,6174.5,5446,6903
80+,2007,Maori,11021.7,9876.7,12166.6
Total,2008,Maori,732,703.9,760.1
00-04,2008,Maori,340.9,300.7,381.1
05-09,2008,Maori,16.8,7.3,26.4
10-14,2008,Maori,25.7,13.8,37.6
15-19,2008,Maori,81.8,60.2,103.4
20-24,2008,Maori,120.1,90.5,149.8
25-29,2008,Maori,93.5,64.5,122.4
30-34,2008,Maori,101.2,70.6,131.7
35-39,2008,Maori,170,131.2,208.7
40-44,2008,Maori,314.1,259.2,368.9
45-49,2008,Maori,387.5,325.3,449.7
50-54,2008,Maori,687.2,592.7,781.7
55-59,2008,Maori,1301.3,1152.8,1449.8
60-64,2008,Maori,1962.8,1746.8,2178.9
65-69,2008,Maori,2898.1,2591.8,3204.3
70-74,2008,Maori,4378.9,3919.5,4838.3
75-79,2008,Maori,5525.2,4857.4,6193
80+,2008,Maori,11318.1,10201.9,12434.2
Total,2009,Maori,731.3,704,758.6
00-04,2009,Maori,382.2,340.3,424.1
05-09,2009,Maori,12.6,4.4,20.8
10-14,2009,Maori,28.4,16,40.9
15-19,2009,Maori,102.8,78.5,127
20-24,2009,Maori,101.6,74.8,128.5
25-29,2009,Maori,122.5,89.2,155.8
30-34,2009,Maori,124.2,90.1,158.3
35-39,2009,Maori,179.7,139.8,219.6
40-44,2009,Maori,279.4,227.8,330.9
45-49,2009,Maori,430.7,365.7,495.6
50-54,2009,Maori,780.3,682.2,878.5
55-59,2009,Maori,971.7,846.1,1097.3
60-64,2009,Maori,1788.6,1588.9,1988.4
65-69,2009,Maori,2783.3,2487,3079.5
70-74,2009,Maori,4708,4243.7,5172.3
75-79,2009,Maori,5349.3,4708.9,5989.8
80+,2009,Maori,11688.7,10600.2,12777.1
Total,2010,Maori,663.8,638.6,689
00-04,2010,Maori,346.9,307.5,386.3
05-09,2010,Maori,9.8,2.5,17
10-14,2010,Maori,30.9,18,43.7
15-19,2010,Maori,95.4,72,118.7
20-24,2010,Maori,103.7,77,130.3
25-29,2010,Maori,119.6,86.8,152.4
30-34,2010,Maori,91.1,61.7,120.4
35-39,2010,Maori,159.5,121.9,197.2
40-44,2010,Maori,285.9,234.1,337.7
45-49,2010,Maori,448.5,382.6,514.4
50-54,2010,Maori,770.2,675.1,865.3
55-59,2010,Maori,1004.5,879.4,1129.5
60-64,2010,Maori,1569.3,1388.6,1749.9
65-69,2010,Maori,2427.9,2154.5,2701.3
70-74,2010,Maori,3626.3,3232.6,4019.9
75-79,2010,Maori,5305.3,4681.7,5929
80+,2010,Maori,10462.3,9473.4,11451.2
Total,2011,Maori,672,647.3,696.8
00-04,2011,Maori,325.6,287.6,363.6
05-09,2011,Maori,4.1,0,8.8
10-14,2011,Maori,22.2,11.3,33.1
15-19,2011,Maori,98.2,74.5,121.8
20-24,2011,Maori,99.3,73.5,125.1
25-29,2011,Maori,104.9,74.2,135.5
30-34,2011,Maori,138.4,102.2,174.7
35-39,2011,Maori,167.6,128.6,206.6
40-44,2011,Maori,241.3,194.3,288.4
45-49,2011,Maori,408.4,345.5,471.3
50-54,2011,Maori,626.6,542.9,710.4
55-59,2011,Maori,1012.3,890,1134.7
60-64,2011,Maori,1645.5,1466.3,1824.7
65-69,2011,Maori,2598.3,2320.9,2875.7
70-74,2011,Maori,3825.1,3431.6,4218.6
75-79,2011,Maori,5768.5,5135.5,6401.6
80+,2011,Maori,10583,9628.2,11537.7
Total,2012,Maori,655.8,631.8,679.8
00-04,2012,Maori,292.4,256.1,328.6
05-09,2012,Maori,13.4,5.1,21.6
10-14,2012,Maori,30.5,17.8,43.3
15-19,2012,Maori,103.2,79,127.4
20-24,2012,Maori,87.6,63.5,111.6
25-29,2012,Maori,107.6,76.8,138.3
30-34,2012,Maori,117.2,83.7,150.7
35-39,2012,Maori,145.3,108.6,182.1
40-44,2012,Maori,235,188.9,281
45-49,2012,Maori,390.9,329.4,452.5
50-54,2012,Maori,660.2,576.1,744.2
55-59,2012,Maori,856.4,746.9,965.9
60-64,2012,Maori,1569.8,1398.8,1740.7
65-69,2012,Maori,2243.9,1994.5,2493.3
70-74,2012,Maori,3664,3286.5,4041.4
75-79,2012,Maori,6068.4,5437.1,6699.6
80+,2012,Maori,11090.1,10145.1,12035.2
Total,2013,Maori,623.9,601.1,646.7
00-04,2013,Maori,215,183.6,246.3
05-09,2013,Maori,15.5,6.7,24.3
10-14,2013,Maori,11.1,3.4,18.9
15-19,2013,Maori,79.9,58.8,101
20-24,2013,Maori,88.3,64.3,112.2
25-29,2013,Maori,75.9,50.4,101.4
30-34,2013,Maori,108,75.7,140.3
35-39,2013,Maori,159,120,197.9
40-44,2013,Maori,226.1,181.1,271.1
45-49,2013,Maori,379.3,318.6,440
50-54,2013,Maori,631.8,551.4,712.3
55-59,2013,Maori,948.7,836,1061.5
60-64,2013,Maori,1532.1,1367.3,1696.9
65-69,2013,Maori,2248.2,2008.1,2488.2
70-74,2013,Maori,3708.4,3335.1,4081.8
75-79,2013,Maori,5365.9,4786.9,5944.8
80+,2013,Maori,10451.9,9563.7,11340
Total,1996,Non-Maori,542.1,535.2,549
00-04,1996,Non-Maori,275.2,253.3,297
05-09,1996,Non-Maori,18.5,12.9,24.1
10-14,1996,Non-Maori,19.2,13.4,25.1
15-19,1996,Non-Maori,84.7,72.4,97
20-24,1996,Non-Maori,87,75,99
25-29,1996,Non-Maori,83.4,71.9,94.9
30-34,1996,Non-Maori,88.2,76.8,99.6
35-39,1996,Non-Maori,93.6,81.8,105.4
40-44,1996,Non-Maori,119.5,105.5,133.4
45-49,1996,Non-Maori,239.2,219.1,259.3
50-54,1996,Non-Maori,370.4,342.1,398.7
55-59,1996,Non-Maori,619.4,579.6,659.1
60-64,1996,Non-Maori,1102.4,1044.7,1160.1
65-69,1996,Non-Maori,1785,1711.8,1858.2
70-74,1996,Non-Maori,2930.8,2830.2,3031.3
75-79,1996,Non-Maori,4752.3,4602.6,4901.9
80+,1996,Non-Maori,11614.9,11396.6,11833.2
Total,1997,Non-Maori,517.1,510.4,523.7
00-04,1997,Non-Maori,247.7,226.8,268.5
05-09,1997,Non-Maori,14.6,9.7,19.5
10-14,1997,Non-Maori,18.6,12.8,24.3
15-19,1997,Non-Maori,77,65.3,88.7
20-24,1997,Non-Maori,84.4,72.4,96.5
25-29,1997,Non-Maori,92.2,80.2,104.3
30-34,1997,Non-Maori,88.8,77.3,100.2
35-39,1997,Non-Maori,94,82.4,105.6
40-44,1997,Non-Maori,143.8,128.7,158.9
45-49,1997,Non-Maori,216.6,197.5,235.8
50-54,1997,Non-Maori,373.2,345.5,400.8
55-59,1997,Non-Maori,606.2,567.8,644.6
60-64,1997,Non-Maori,982.2,928,1036.5
65-69,1997,Non-Maori,1739.6,1667,1812.2
70-74,1997,Non-Maori,2765,2667.6,2862.3
75-79,1997,Non-Maori,4344.2,4203.5,4485
80+,1997,Non-Maori,11211.7,11000.6,11422.8
Total,1998,Non-Maori,493.9,487.4,500.3
00-04,1998,Non-Maori,241.2,220.5,261.9
05-09,1998,Non-Maori,16.2,11,21.4
10-14,1998,Non-Maori,21,14.9,27
15-19,1998,Non-Maori,68.7,57.7,79.8
20-24,1998,Non-Maori,81.7,69.7,93.8
25-29,1998,Non-Maori,77.9,66.7,89.1
30-34,1998,Non-Maori,82.3,71.1,93.4
35-39,1998,Non-Maori,104.2,92.1,116.3
40-44,1998,Non-Maori,154.6,139.1,170.1
45-49,1998,Non-Maori,192.7,174.7,210.7
50-54,1998,Non-Maori,325.7,300.7,350.6
55-59,1998,Non-Maori,584.7,547.4,621.9
60-64,1998,Non-Maori,991.7,937.7,1045.7
65-69,1998,Non-Maori,1628.9,1558.3,1699.6
70-74,1998,Non-Maori,2623.2,2528.9,2717.6
75-79,1998,Non-Maori,4325.8,4187.8,4463.8
80+,1998,Non-Maori,10526.6,10324.6,10728.6
Total,1999,Non-Maori,506.9,500.4,513.4
00-04,1999,Non-Maori,258.8,237.1,280.4
05-09,1999,Non-Maori,12.9,8.3,17.5
10-14,1999,Non-Maori,18.4,12.8,24
15-19,1999,Non-Maori,69.9,58.8,81
20-24,1999,Non-Maori,77.1,65.2,88.9
25-29,1999,Non-Maori,79.2,67.8,90.7
30-34,1999,Non-Maori,75.1,64.4,85.8
35-39,1999,Non-Maori,95.5,83.9,107.1
40-44,1999,Non-Maori,130.8,116.6,144.9
45-49,1999,Non-Maori,203,184.6,221.5
50-54,1999,Non-Maori,331.7,307.1,356.3
55-59,1999,Non-Maori,595.8,558.7,632.9
60-64,1999,Non-Maori,970.3,917.7,1022.9
65-69,1999,Non-Maori,1599.4,1529,1669.7
70-74,1999,Non-Maori,2678.6,2583.6,2773.6
75-79,1999,Non-Maori,4454.5,4317,4592
80+,1999,Non-Maori,11303.7,11096.6,11510.8
Total,2000,Non-Maori,472.4,466.2,478.6
00-04,2000,Non-Maori,277.1,254.5,299.6
05-09,2000,Non-Maori,14.4,9.5,19.3
10-14,2000,Non-Maori,22,15.9,28.1
15-19,2000,Non-Maori,58.3,48.2,68.5
20-24,2000,Non-Maori,68.5,57.3,79.8
25-29,2000,Non-Maori,84.9,72.9,97
30-34,2000,Non-Maori,82.6,71.4,93.9
35-39,2000,Non-Maori,88.6,77.4,99.8
40-44,2000,Non-Maori,134.4,120.2,148.6
45-49,2000,Non-Maori,201.5,183.2,219.8
50-54,2000,Non-Maori,312.8,289.3,336.3
55-59,2000,Non-Maori,529.3,494.7,563.8
60-64,2000,Non-Maori,853,804.7,901.3
65-69,2000,Non-Maori,1478.5,1410.5,1546.5
70-74,2000,Non-Maori,2493,2401.5,2584.5
75-79,2000,Non-Maori,4152.4,4020.9,4283.9
80+,2000,Non-Maori,10334.1,10140,10528.2
Total,2001,Non-Maori,477.3,471.1,483.4
00-04,2001,Non-Maori,238.5,217.4,259.5
05-09,2001,Non-Maori,13,8.3,17.7
10-14,2001,Non-Maori,22.4,16.3,28.5
15-19,2001,Non-Maori,65.2,54.6,75.8
20-24,2001,Non-Maori,83.4,71,95.8
25-29,2001,Non-Maori,64.7,53.9,75.5
30-34,2001,Non-Maori,79.9,68.8,91
35-39,2001,Non-Maori,87.9,76.6,99.2
40-44,2001,Non-Maori,130.8,116.9,144.7
45-49,2001,Non-Maori,186,168.5,203.4
50-54,2001,Non-Maori,315.6,292.3,338.9
55-59,2001,Non-Maori,487.2,454.4,519.9
60-64,2001,Non-Maori,877.3,829.6,925
65-69,2001,Non-Maori,1496.7,1428.1,1565.3
70-74,2001,Non-Maori,2537.6,2445.6,2629.6
75-79,2001,Non-Maori,4082.4,3952.9,4212
80+,2001,Non-Maori,10985.1,10789.1,11181.1
Total,2002,Non-Maori,470.9,464.8,477
00-04,2002,Non-Maori,278.5,255.8,301.3
05-09,2002,Non-Maori,16.7,11.3,22
10-14,2002,Non-Maori,13.9,9.1,18.6
15-19,2002,Non-Maori,50.4,41.2,59.7
20-24,2002,Non-Maori,68.5,57.6,79.5
25-29,2002,Non-Maori,75.3,63.6,87
30-34,2002,Non-Maori,71.9,61.4,82.4
35-39,2002,Non-Maori,97.3,85.4,109.3
40-44,2002,Non-Maori,118.5,105.5,131.5
45-49,2002,Non-Maori,187.1,169.8,204.4
50-54,2002,Non-Maori,297.2,274.6,319.8
55-59,2002,Non-Maori,526.6,493.6,559.7
60-64,2002,Non-Maori,835.9,790.4,881.3
65-69,2002,Non-Maori,1398.2,1332.2,1464.1
70-74,2002,Non-Maori,2430.6,2340.5,2520.7
75-79,2002,Non-Maori,4135.5,4005.8,4265.2
80+,2002,Non-Maori,10856.3,10664.7,11047.9
Total,2003,Non-Maori,452.1,446.2,458
00-04,2003,Non-Maori,250.4,228.9,271.9
05-09,2003,Non-Maori,12.1,7.6,16.7
10-14,2003,Non-Maori,13.7,9,18.3
15-19,2003,Non-Maori,62.5,52.4,72.7
20-24,2003,Non-Maori,59.1,49.2,69
25-29,2003,Non-Maori,61.7,51.1,72.3
30-34,2003,Non-Maori,72.3,61.8,82.7
35-39,2003,Non-Maori,98.8,86.8,110.8
40-44,2003,Non-Maori,125.8,112.6,139
45-49,2003,Non-Maori,191.4,174.2,208.7
50-54,2003,Non-Maori,314,290.8,337.2
55-59,2003,Non-Maori,475.9,445.5,506.3
60-64,2003,Non-Maori,802.2,758.2,846.2
65-69,2003,Non-Maori,1339.8,1275.9,1403.6
70-74,2003,Non-Maori,2305.9,2217.8,2393.9
75-79,2003,Non-Maori,3825.5,3701.8,3949.2
80+,2003,Non-Maori,10589.2,10402.8,10775.6
Total,2004,Non-Maori,452.4,446.6,458.2
00-04,2004,Non-Maori,288.7,265.7,311.6
05-09,2004,Non-Maori,13.5,8.7,18.4
10-14,2004,Non-Maori,12.7,8.3,17.2
15-19,2004,Non-Maori,57.4,47.7,67
20-24,2004,Non-Maori,61,51,70.9
25-29,2004,Non-Maori,58.3,48.1,68.6
30-34,2004,Non-Maori,63.8,53.9,73.6
35-39,2004,Non-Maori,96.9,85.1,108.8
40-44,2004,Non-Maori,108,95.8,120.1
45-49,2004,Non-Maori,190.4,173.4,207.3
50-54,2004,Non-Maori,296,273.7,318.4
55-59,2004,Non-Maori,460.9,431.7,490.1
60-64,2004,Non-Maori,798.1,754.8,841.3
65-69,2004,Non-Maori,1311,1248.8,1373.2
70-74,2004,Non-Maori,2244.3,2157.2,2331.4
75-79,2004,Non-Maori,3850.9,3727.5,3974.3
80+,2004,Non-Maori,10790.8,10605.5,10976.1
Total,2005,Non-Maori,418.8,413.2,424.3
00-04,2005,Non-Maori,245.6,224.4,266.7
05-09,2005,Non-Maori,11.8,7.3,16.3
10-14,2005,Non-Maori,15.3,10.4,20.2
15-19,2005,Non-Maori,58.4,48.8,68.1
20-24,2005,Non-Maori,60.5,50.7,70.4
25-29,2005,Non-Maori,59.7,49.3,70
30-34,2005,Non-Maori,60.3,50.6,69.9
35-39,2005,Non-Maori,86.2,75.1,97.4
40-44,2005,Non-Maori,123.4,110.4,136.3
45-49,2005,Non-Maori,192.5,175.7,209.3
50-54,2005,Non-Maori,279.8,258.2,301.3
55-59,2005,Non-Maori,473.1,444.1,502.1
60-64,2005,Non-Maori,720.7,680.1,761.2
65-69,2005,Non-Maori,1205.9,1147.6,1264.2
70-74,2005,Non-Maori,2017.2,1934.4,2099.9
75-79,2005,Non-Maori,3501.5,3384.4,3618.6
80+,2005,Non-Maori,9913.5,9738.9,10088.1
Total,2006,Non-Maori,426.4,420.9,431.9
00-04,2006,Non-Maori,274.3,252,296.5
05-09,2006,Non-Maori,6.8,3.4,10.2
10-14,2006,Non-Maori,11.3,7,15.5
15-19,2006,Non-Maori,51,42.1,59.9
20-24,2006,Non-Maori,59.8,50,69.5
25-29,2006,Non-Maori,56.5,46.5,66.5
30-34,2006,Non-Maori,59.7,50,69.4
35-39,2006,Non-Maori,81.1,70.4,91.9
40-44,2006,Non-Maori,116.3,103.7,128.9
45-49,2006,Non-Maori,186.5,170.2,202.8
50-54,2006,Non-Maori,283,261.5,304.4
55-59,2006,Non-Maori,449.3,421.4,477.2
60-64,2006,Non-Maori,720.2,680.3,760.2
65-69,2006,Non-Maori,1198.5,1142,1255
70-74,2006,Non-Maori,2108.4,2023.8,2193.1
75-79,2006,Non-Maori,3604.6,3486.6,3722.7
80+,2006,Non-Maori,10276.8,10101.8,10451.7
Total,2007,Non-Maori,413,407.5,418.4
00-04,2007,Non-Maori,264.8,243.1,286.5
05-09,2007,Non-Maori,10.4,6.2,14.7
10-14,2007,Non-Maori,16.5,11.3,21.7
15-19,2007,Non-Maori,50.9,42,59.7
20-24,2007,Non-Maori,67,56.6,77.4
25-29,2007,Non-Maori,50.5,41.1,59.8
30-34,2007,Non-Maori,61.8,51.8,71.8
35-39,2007,Non-Maori,87.5,76.4,98.6
40-44,2007,Non-Maori,121.5,108.6,134.5
45-49,2007,Non-Maori,171.3,155.9,186.7
50-54,2007,Non-Maori,269.9,249.2,290.6
55-59,2007,Non-Maori,442.6,414.9,470.3
60-64,2007,Non-Maori,672.9,635.3,710.5
65-69,2007,Non-Maori,1150.3,1096.2,1204.4
70-74,2007,Non-Maori,1997.7,1915.9,2079.6
75-79,2007,Non-Maori,3485,3369.1,3601
80+,2007,Non-Maori,9948.1,9778.5,10117.7
Total,2008,Non-Maori,417.7,412.3,423
00-04,2008,Non-Maori,270.4,248.7,292.1
05-09,2008,Non-Maori,11.4,6.9,15.8
10-14,2008,Non-Maori,13.3,8.6,18
15-19,2008,Non-Maori,56.8,47.5,66.2
20-24,2008,Non-Maori,62.5,52.4,72.5
25-29,2008,Non-Maori,59.2,49.2,69.2
30-34,2008,Non-Maori,63.3,53,73.6
35-39,2008,Non-Maori,90.9,79.5,102.2
40-44,2008,Non-Maori,112,99.5,124.5
45-49,2008,Non-Maori,167.3,152.2,182.4
50-54,2008,Non-Maori,255.2,235.3,275.1
55-59,2008,Non-Maori,450.3,422.4,478.2
60-64,2008,Non-Maori,694.9,657.9,731.8
65-69,2008,Non-Maori,1165.3,1111.4,1219.2
70-74,2008,Non-Maori,1986.5,1905.9,2067.2
75-79,2008,Non-Maori,3503,3386.6,3619.5
80+,2008,Non-Maori,10158.8,9989.8,10327.9
Total,2009,Non-Maori,403.6,398.3,408.9
00-04,2009,Non-Maori,265,243.7,286.3
05-09,2009,Non-Maori,10.9,6.5,15.3
10-14,2009,Non-Maori,14.7,9.8,19.6
15-19,2009,Non-Maori,45.2,36.9,53.5
20-24,2009,Non-Maori,60.2,50.4,70.1
25-29,2009,Non-Maori,51.2,42,60.5
30-34,2009,Non-Maori,78.5,67,90
35-39,2009,Non-Maori,82.1,71.2,92.9
40-44,2009,Non-Maori,118.5,105.6,131.3
45-49,2009,Non-Maori,171.6,156.4,186.8
50-54,2009,Non-Maori,282.9,262.2,303.6
55-59,2009,Non-Maori,397.1,371,423.1
