ageband,year,pop,rate,ratelow,rateupp,deaths,people,percent
Total,2010,Male Maori,735.16,695.58,774.74,1596,325000,0.004910769
00-04,2010,Male Maori,366.18,309.79,422.57,162,44240,0.003661844
05-09,2010,Male Maori,16.29,3.26,29.33,6,36830,0.000162911
10-14,2010,Male Maori,35.52,16.21,54.83,13,36600,0.000355191
15-19,2010,Male Maori,123.89,86.42,161.36,42,33900,0.001238938
20-24,2010,Male Maori,160.09,112.24,207.94,43,26860,0.001600894
25-29,2010,Male Maori,165.17,108.81,221.52,33,19980,0.001651652
30-34,2010,Male Maori,100.8,55.47,146.12,19,18850,0.001007958
35-39,2010,Male Maori,219.78,154.84,284.72,44,20020,0.002197802
40-44,2010,Male Maori,385.22,297.45,472.99,74,19210,0.00385216
45-49,2010,Male Maori,594.86,484.19,705.52,111,18660,0.005948553
50-54,2010,Male Maori,919.09,767.92,1070.27,142,15450,0.009190939
55-59,2010,Male Maori,1149.91,955.94,1343.89,135,11740,0.011499148
60-64,2010,Male Maori,1813,1531.19,2094.81,159,8770,0.018129989
65-69,2010,Male Maori,2623.51,2209.15,3037.87,154,5870,0.026235094
70-74,2010,Male Maori,3947.37,3345.06,4549.68,165,4180,0.039473684
75-79,2010,Male Maori,5905.17,4916.33,6894.02,137,2320,0.059051724
80+,2010,Male Maori,9936.71,8382.36,11491.06,157,1580,0.099367089
Total,2011,Male Maori,736.01,697.23,774.78,1621,329400,0.004921069
00-04,2011,Male Maori,324.46,271.65,377.27,145,44690,0.003244574
05-09,2011,Male Maori,5.39,0,12.86,2,37110,5.39e-05
10-14,2011,Male Maori,24.35,8.44,40.26,9,36960,0.000243506
15-19,2011,Male Maori,146.63,105.98,187.27,50,34100,0.001466276
20-24,2011,Male Maori,116.11,75.88,156.34,32,27560,0.001161103
25-29,2011,Male Maori,140,88.14,191.86,28,20000,0.0014
30-34,2011,Male Maori,198.07,134.25,261.9,37,18680,0.001980728
35-39,2011,Male Maori,194.37,132.57,256.18,38,19550,0.001943734
40-44,2011,Male Maori,306.44,228.9,383.97,60,19580,0.003064351
45-49,2011,Male Maori,485.33,385.61,585.05,91,18750,0.004853333
50-54,2011,Male Maori,694.79,566.11,823.47,112,16120,0.006947891
55-59,2011,Male Maori,1252.03,1054.28,1449.78,154,12300,0.012520325
60-64,2011,Male Maori,1779.21,1508.54,2049.87,166,9330,0.017792069
65-69,2011,Male Maori,2696.08,2284.7,3107.46,165,6120,0.026960784
70-74,2011,Male Maori,4467.12,3843.31,5090.93,197,4410,0.044671202
75-79,2011,Male Maori,6707.32,5683.88,7730.76,165,2460,0.067073171
80+,2011,Male Maori,9883.72,8397.95,11369.49,170,1720,0.098837209
Total,2012,Male Maori,761.84,722.56,801.12,1685,333300,0.005055506
00-04,2012,Male Maori,292.58,242.09,343.07,129,44090,0.002925834
05-09,2012,Male Maori,18.26,4.73,31.79,7,38330,0.000182625
10-14,2012,Male Maori,37.82,18.01,57.63,14,37020,0.000378174
15-19,2012,Male Maori,136.31,97.34,175.28,47,34480,0.001363109
20-24,2012,Male Maori,110.83,71.82,149.85,31,27970,0.00110833
25-29,2012,Male Maori,201.67,139.94,263.4,41,20330,0.002016724
30-34,2012,Male Maori,140.77,86.66,194.88,26,18470,0.001407688
35-39,2012,Male Maori,200.21,136.55,263.87,38,18980,0.002002107
40-44,2012,Male Maori,308.08,230.77,385.39,61,19800,0.003080808
45-49,2012,Male Maori,437.33,342.67,531.99,82,18750,0.004373333
50-54,2012,Male Maori,832.34,694.46,970.22,140,16820,0.008323424
55-59,2012,Male Maori,1099.07,918.3,1279.85,142,12920,0.010990712
60-64,2012,Male Maori,1685.39,1428.23,1942.56,165,9790,0.016853933
65-69,2012,Male Maori,2205.21,1845.02,2565.39,144,6530,0.022052067
70-74,2012,Male Maori,4224.14,3632.76,4815.52,196,4640,0.042241379
75-79,2012,Male Maori,7304.69,6257.71,8351.66,187,2560,0.073046875
80+,2012,Male Maori,12702.7,11078.58,14326.82,235,1850,0.127027027
Total,2013,Male Maori,714.12,677.18,751.05,1640,337200,0.004863582
00-04,2013,Male Maori,231.05,185.77,276.34,100,43280,0.002310536
05-09,2013,Male Maori,15.13,3.02,27.24,6,39650,0.000151324
10-14,2013,Male Maori,10.83,0.22,21.43,4,36950,0.000108254
15-19,2013,Male Maori,108.2,73.8,142.6,38,35120,0.001082005
20-24,2013,Male Maori,136.94,93.96,179.92,39,28480,0.001369382
25-29,2013,Male Maori,101.69,58.2,145.19,21,20650,0.001016949
30-34,2013,Male Maori,148.51,92.49,204.53,27,18180,0.001485149
35-39,2013,Male Maori,188.58,126.1,251.05,35,18560,0.001885776
40-44,2013,Male Maori,291.75,216.67,366.84,58,19880,0.002917505
45-49,2013,Male Maori,428.72,334.78,522.67,80,18660,0.004287245
50-54,2013,Male Maori,707.36,582.85,831.86,124,17530,0.007073588
55-59,2013,Male Maori,1115.24,936.77,1293.72,150,13450,0.011152416
60-64,2013,Male Maori,1818.18,1556.88,2079.48,186,10230,0.018181818
65-69,2013,Male Maori,2440.06,2076.45,2803.66,173,7090,0.024400564
70-74,2013,Male Maori,4333.33,3744.43,4922.24,208,4800,0.043333333
75-79,2013,Male Maori,6555.56,5589.77,7521.34,177,2700,0.065555556
80+,2013,Male Maori,10974.36,9503.98,12444.73,214,1950,0.10974359
Total,1996,Female Maori,904.05,848.04,960.05,1233,268400,0.00459389
00-04,1996,Female Maori,456.49,385.76,527.22,160,35050,0.004564907
05-09,1996,Female Maori,8.85,0,18.87,3,33890,8.85e-05
10-14,1996,Female Maori,53.71,26.53,80.88,15,27930,0.000537057
15-19,1996,Female Maori,71.84,40.35,103.32,20,27840,0.000718391
20-24,1996,Female Maori,55.75,26.55,84.96,14,25110,0.000557547
25-29,1996,Female Maori,114.64,70.57,158.7,26,22680,0.001146384
30-34,1996,Female Maori,119.27,73.42,165.11,26,21800,0.001192661
35-39,1996,Female Maori,178.57,118.55,238.6,34,19040,0.001785714
40-44,1996,Female Maori,247.25,166.48,328.02,36,14560,0.002472527
45-49,1996,Female Maori,669.6,519.06,820.15,76,11350,0.006696035
50-54,1996,Female Maori,843.37,645.8,1040.95,70,8300,0.008433735
55-59,1996,Female Maori,1372.55,1100.8,1644.3,98,7140,0.01372549
60-64,1996,Female Maori,2632.58,2194.92,3070.23,139,5280,0.026325758
65-69,1996,Female Maori,3983.74,3339.74,4627.74,147,3690,0.039837398
70-74,1996,Female Maori,5299.15,4366.43,6231.86,124,2340,0.052991453
75-79,1996,Female Maori,6976.74,5535.33,8418.15,90,1290,0.069767442
80+,1996,Female Maori,13839.29,11660.55,16018.02,155,1120,0.138392857
Total,1997,Female Maori,835.83,783.47,888.2,1190,274200,0.004339898
00-04,1997,Female Maori,397.95,332.03,463.87,140,35180,0.003979534
05-09,1997,Female Maori,20.2,5.24,35.17,7,34650,0.00020202
10-14,1997,Female Maori,27.67,8.5,46.85,8,28910,0.000276721
15-19,1997,Female Maori,76.23,43.62,108.83,21,27550,0.00076225
20-24,1997,Female Maori,75.46,41.53,109.39,19,25180,0.000754567
25-29,1997,Female Maori,94.99,55.3,134.69,22,23160,0.000949914
30-34,1997,Female Maori,123.68,77.03,170.34,27,21830,0.00123683
35-39,1997,Female Maori,179.64,120.96,238.32,36,20040,0.001796407
40-44,1997,Female Maori,311.69,223.51,399.87,48,15400,0.003116883
45-49,1997,Female Maori,486.99,361.65,612.32,58,11910,0.004869857
50-54,1997,Female Maori,964.41,758.17,1170.65,84,8710,0.009644087
55-59,1997,Female Maori,1344.31,1078.15,1610.47,98,7290,0.013443073
60-64,1997,Female Maori,2196.01,1804.72,2587.3,121,5510,0.021960073
65-69,1997,Female Maori,3479.38,2892.44,4066.32,135,3880,0.034793814
70-74,1997,Female Maori,5060.73,4173.54,5947.91,125,2470,0.050607287
75-79,1997,Female Maori,7629.63,6156.16,9103.1,103,1350,0.076296296
80+,1997,Female Maori,11596.64,9661.78,13531.49,138,1190,0.115966387
Total,1998,Female Maori,781.83,732.03,831.63,1129,280000,0.004032143
00-04,1998,Female Maori,304.31,246.92,361.7,108,35490,0.003043111
05-09,1998,Female Maori,14.29,1.76,26.81,5,35000,0.000142857
10-14,1998,Female Maori,33.13,12.6,53.67,10,30180,0.000331345
15-19,1998,Female Maori,95.59,58.85,132.33,26,27200,0.000955882
20-24,1998,Female Maori,63.57,32.42,94.72,16,25170,0.000635677
25-29,1998,Female Maori,89.21,51.05,127.37,21,23540,0.000892099
30-34,1998,Female Maori,105.31,62.27,148.35,23,21840,0.001053114
35-39,1998,Female Maori,132.58,83.47,181.68,28,21120,0.001325758
40-44,1998,Female Maori,197.29,128.93,265.64,32,16220,0.001972873
45-49,1998,Female Maori,462.89,343.76,582.02,58,12530,0.004628891
50-54,1998,Female Maori,694.14,524.08,864.21,64,9220,0.006941432
55-59,1998,Female Maori,1428.57,1156.61,1700.53,106,7420,0.014285714
60-64,1998,Female Maori,2140.35,1760.55,2520.16,122,5700,0.021403509
65-69,1998,Female Maori,3713.59,3125.15,4302.04,153,4120,0.037135922
70-74,1998,Female Maori,4440.15,3628.62,5251.69,115,2590,0.044401544
75-79,1998,Female Maori,7042.25,5661.97,8422.54,100,1420,0.070422535
80+,1998,Female Maori,11360,9491.51,13228.49,142,1250,0.1136
Total,1999,Female Maori,800.39,751.22,849.56,1211,285500,0.004241681
00-04,1999,Female Maori,324.66,265.58,383.74,116,35730,0.003246572
05-09,1999,Female Maori,8.55,0,18.23,3,35070,8.55e-05
10-14,1999,Female Maori,38.11,16.55,59.67,12,31490,0.000381073
15-19,1999,Female Maori,74.24,41.7,106.78,20,26940,0.00074239
20-24,1999,Female Maori,64.15,32.72,95.59,16,24940,0.00064154
25-29,1999,Female Maori,75.47,40.61,110.34,18,23850,0.000754717
30-34,1999,Female Maori,113.12,68.78,157.47,25,22100,0.001131222
35-39,1999,Female Maori,164.84,110.99,218.68,36,21840,0.001648352
40-44,1999,Female Maori,308.5,225.44,391.55,53,17180,0.003084983
45-49,1999,Female Maori,502.67,381.39,623.94,66,13130,0.005026657
50-54,1999,Female Maori,805.3,627.72,982.88,79,9810,0.008053007
55-59,1999,Female Maori,1479.52,1205.51,1753.54,112,7570,0.014795244
60-64,1999,Female Maori,2157.19,1784.93,2529.45,129,5980,0.021571906
65-69,1999,Female Maori,3123.54,2594.67,3652.42,134,4290,0.031235431
70-74,1999,Female Maori,4833.95,4006.15,5661.74,131,2710,0.048339483
75-79,1999,Female Maori,7236.84,5884.43,8589.25,110,1520,0.072368421
80+,1999,Female Maori,11615.38,9762.7,13468.07,151,1300,0.116153846
Total,2000,Female Maori,777.08,729.43,824.74,1208,291000,0.004151203
00-04,2000,Female Maori,348.58,287.47,409.69,125,35860,0.003485778
05-09,2000,Female Maori,25.64,8.89,42.39,9,35100,0.00025641
10-14,2000,Female Maori,12.19,0.24,24.13,4,32820,0.000121877
15-19,2000,Female Maori,44.22,19.2,69.23,12,27140,0.000442152
20-24,2000,Female Maori,49.02,21.28,76.76,12,24480,0.000490196
25-29,2000,Female Maori,70.63,37.05,104.2,17,24070,0.000706273
30-34,2000,Female Maori,114.94,70.76,159.13,26,22620,0.001149425
35-39,2000,Female Maori,117.17,72.13,162.21,26,22190,0.001171699
40-44,2000,Female Maori,264.46,189.65,339.28,48,18150,0.002644628
45-49,2000,Female Maori,421.51,313.03,529.99,58,13760,0.004215116
50-54,2000,Female Maori,744.99,579.65,910.32,78,10470,0.007449857
55-59,2000,Female Maori,1387.81,1124.85,1650.77,107,7710,0.01387808
60-64,2000,Female Maori,2009.49,1660,2358.99,127,6320,0.020094937
65-69,2000,Female Maori,3823.53,3247.06,4400,169,4420,0.038235294
70-74,2000,Female Maori,4172.41,3428.97,4915.86,121,2900,0.041724138
75-79,2000,Female Maori,6073.62,4877.19,7270.05,99,1630,0.060736196
80+,2000,Female Maori,12592.59,10699.61,14485.58,170,1350,0.125925926
Total,2001,Female Maori,767.35,721.64,813.05,1271,296800,0.004282345
00-04,2001,Female Maori,336.92,277.14,396.71,122,36210,0.003369235
05-09,2001,Female Maori,28.55,10.85,46.24,10,35030,0.00028547
10-14,2001,Female Maori,29.46,11.2,47.71,10,33950,0.000294551
15-19,2001,Female Maori,50.45,24.02,76.88,14,27750,0.000504505
20-24,2001,Female Maori,61.35,30.3,92.4,15,24450,0.000613497
25-29,2001,Female Maori,96.72,57.19,136.25,23,23780,0.000967199
30-34,2001,Female Maori,111.59,68.69,154.48,26,23300,0.00111588
35-39,2001,Female Maori,180.42,124.51,236.34,40,22170,0.00180424
40-44,2001,Female Maori,234.62,166.07,303.17,45,19180,0.002346194
45-49,2001,Female Maori,433.88,326.74,541.03,63,14520,0.004338843
50-54,2001,Female Maori,883.68,708.72,1058.64,98,11090,0.00883679
55-59,2001,Female Maori,1264.22,1016.43,1512.01,100,7910,0.012642225
60-64,2001,Female Maori,2450.53,2072,2829.07,161,6570,0.024505327
65-69,2001,Female Maori,2705.63,2231.31,3179.95,125,4620,0.027056277
70-74,2001,Female Maori,4703.95,3932.95,5474.94,143,3040,0.047039474
75-79,2001,Female Maori,6292.13,5126.82,7457.45,112,1780,0.062921348
80+,2001,Female Maori,11468.53,9713.27,13223.79,164,1430,0.114685315
Total,2002,Female Maori,714.21,671.09,757.34,1225,301700,0.004060325
00-04,2002,Female Maori,293.3,237.47,349.14,106,36140,0.002933038
05-09,2002,Female Maori,11.42,0.23,22.62,4,35020,0.00011422
10-14,2002,Female Maori,17.31,3.46,31.16,6,34660,0.00017311
15-19,2002,Female Maori,61.22,32.94,89.51,18,29400,0.000612245
20-24,2002,Female Maori,63,31.12,94.88,15,23810,0.000629987
25-29,2002,Female Maori,90.56,51.82,129.29,21,23190,0.000905563
30-34,2002,Female Maori,118.14,74.38,161.9,28,23700,0.001181435
35-39,2002,Female Maori,144.86,94.67,195.05,32,22090,0.001448619
40-44,2002,Female Maori,243.18,175.09,311.27,49,20150,0.002431762
45-49,2002,Female Maori,528.38,413.31,643.44,81,15330,0.005283757
50-54,2002,Female Maori,728.99,574.01,883.96,85,11660,0.00728988
55-59,2002,Female Maori,1233.53,995.31,1471.76,103,8350,0.012335329
60-64,2002,Female Maori,1753.34,1436.98,2069.7,118,6730,0.017533432
65-69,2002,Female Maori,3134.02,2635.78,3632.26,152,4850,0.031340206
70-74,2002,Female Maori,4451.41,3719.24,5183.58,142,3190,0.044514107
75-79,2002,Female Maori,5052.08,4046.68,6057.49,97,1920,0.050520833
80+,2002,Female Maori,11200,9506.37,12893.63,168,1500,0.112
Total,2003,Female Maori,698.04,656.33,739.74,1242,306200,0.004056172
00-04,2003,Female Maori,317.28,259.04,375.53,114,35930,0.003172836
05-09,2003,Female Maori,11.41,0.23,22.6,4,35050,0.000114123
10-14,2003,Female Maori,28.66,10.9,46.43,10,34890,0.000286615
15-19,2003,Female Maori,103.49,67.63,139.35,32,30920,0.001034929
20-24,2003,Female Maori,54.64,24.94,84.35,13,23790,0.000546448
25-29,2003,Female Maori,75.39,39.55,111.23,17,22550,0.00075388
30-34,2003,Female Maori,62.76,31,94.52,15,23900,0.000627615
35-39,2003,Female Maori,95.85,54.85,136.84,21,21910,0.000958466
40-44,2003,Female Maori,232.12,167.12,297.11,49,21110,0.002321175
45-49,2003,Female Maori,460.2,355.34,565.05,74,16080,0.00460199
50-54,2003,Female Maori,653.06,509.95,796.17,80,12250,0.006530612
55-59,2003,Female Maori,1054.99,841.72,1268.27,94,8910,0.010549944
60-64,2003,Female Maori,1953.35,1622.61,2284.09,134,6860,0.019533528
65-69,2003,Female Maori,3260.44,2761.43,3759.45,164,5030,0.032604374
70-74,2003,Female Maori,4310.85,3613.97,5007.73,147,3410,0.043108504
75-79,2003,Female Maori,5024.88,4044.89,6004.86,101,2010,0.050248756
80+,2003,Female Maori,10949.37,9317.74,12581,173,1580,0.109493671
Total,2004,Female Maori,690.86,650.5,731.21,1293,310500,0.004164251
00-04,2004,Female Maori,334.45,274.61,394.29,120,35880,0.003344482
05-09,2004,Female Maori,5.72,0,13.65,2,34970,5.72e-05
10-14,2004,Female Maori,31.61,12.93,50.29,11,34800,0.000316092
15-19,2004,Female Maori,68.84,40.07,97.6,22,31960,0.00068836
20-24,2004,Female Maori,61.58,30.41,92.74,15,24360,0.000615764
25-29,2004,Female Maori,72.17,36.81,107.53,16,22170,0.000721696
30-34,2004,Female Maori,121.34,77.18,165.5,29,23900,0.001213389
35-39,2004,Female Maori,177.76,121.97,233.55,39,21940,0.001777575
40-44,2004,Female Maori,254.98,187.6,322.37,55,21570,0.002549838
45-49,2004,Female Maori,472.53,368.99,576.08,80,16930,0.00472534
50-54,2004,Female Maori,592.82,459.54,726.11,76,12820,0.005928237
55-59,2004,Female Maori,1202.53,981.78,1423.28,114,9480,0.012025316
60-64,2004,Female Maori,1872.34,1552.93,2191.75,132,7050,0.018723404
65-69,2004,Female Maori,2481.06,2056.19,2905.93,131,5280,0.024810606
70-74,2004,Female Maori,4157.3,3487.52,4827.09,148,3560,0.041573034
75-79,2004,Female Maori,5943.4,4905.62,6981.18,126,2120,0.059433962
80+,2004,Female Maori,10535.71,8983.57,12087.86,177,1680,0.105357143
Total,2005,Female Maori,685.44,645.68,725.2,1299,314500,0.004130366
00-04,2005,Female Maori,297.75,241.07,354.44,106,35600,0.002977528
05-09,2005,Female Maori,25.81,8.95,42.67,9,34870,0.000258102
10-14,2005,Female Maori,14.43,1.78,27.09,5,34640,0.000144342
15-19,2005,Female Maori,55.11,29.65,80.57,18,32660,0.000551133
20-24,2005,Female Maori,55.31,26.34,84.29,14,25310,0.000553141
25-29,2005,Female Maori,63.18,30.08,96.27,14,22160,0.000631769
30-34,2005,Female Maori,105.57,64.19,146.96,25,23680,0.001055743
35-39,2005,Female Maori,166.82,113.06,220.57,37,22180,0.00166817
40-44,2005,Female Maori,277.52,207.3,347.74,60,21620,0.002775208
45-49,2005,Female Maori,365.79,276.86,454.71,65,17770,0.00365785
50-54,2005,Female Maori,577.64,448.62,706.67,77,13330,0.005776444
55-59,2005,Female Maori,932.29,744.81,1119.76,95,10190,0.009322866
60-64,2005,Female Maori,2125,1788.28,2461.72,153,7200,0.02125
65-69,2005,Female Maori,2699.82,2270.61,3129.03,152,5630,0.026998224
70-74,2005,Female Maori,3818.68,3183.84,4453.52,139,3640,0.038186813
75-79,2005,Female Maori,5132.74,4198.68,6066.81,116,2260,0.051327434
80+,2005,Female Maori,12090.4,10470.49,13710.3,214,1770,0.120903955
Total,2006,Female Maori,661.18,623.41,698.94,1331,318700,0.004176341
00-04,2006,Female Maori,366.54,303.77,429.3,131,35740,0.003665361
05-09,2006,Female Maori,17.21,3.44,30.98,6,34860,0.000172117
10-14,2006,Female Maori,26.17,9.07,43.27,9,34390,0.000261704
15-19,2006,Female Maori,90.61,58.18,123.03,30,33110,0.000906071
20-24,2006,Female Maori,50.15,22.89,77.42,13,25920,0.000501543
25-29,2006,Female Maori,74.56,39.12,110.01,17,22800,0.000745614
30-34,2006,Female Maori,121.26,76.35,166.18,28,23090,0.001212646
35-39,2006,Female Maori,159.29,107.26,211.33,36,22600,0.00159292
40-44,2006,Female Maori,229.19,165.01,293.36,49,21380,0.002291862
45-49,2006,Female Maori,343.35,259.23,427.47,64,18640,0.003433476
50-54,2006,Female Maori,646.09,512.6,779.57,90,13930,0.006460876
55-59,2006,Female Maori,940.96,758.35,1123.57,102,10840,0.009409594
60-64,2006,Female Maori,1729.73,1430.07,2029.39,128,7400,0.017297297
65-69,2006,Female Maori,2288.14,1902.15,2674.12,135,5900,0.022881356
70-74,2006,Female Maori,4120.73,3476.15,4765.32,157,3810,0.041207349
75-79,2006,Female Maori,5104.6,4198.79,6010.41,122,2390,0.051046025
80+,2006,Female Maori,11204.19,9703.02,12705.36,214,1910,0.112041885
Total,2007,Female Maori,633.65,597.74,669.56,1343,324000,0.004145062
00-04,2007,Female Maori,405.01,340.62,469.4,152,37530,0.004050093
05-09,2007,Female Maori,17.26,3.45,31.07,6,34760,0.000172612
10-14,2007,Female Maori,29.29,11.14,47.45,10,34140,0.000292912
15-19,2007,Female Maori,47.76,24.36,71.16,16,33500,0.000477612
20-24,2007,Female Maori,68.1,36.64,99.57,18,26430,0.000681044
25-29,2007,Female Maori,70.42,35.92,104.93,16,22720,0.000704225
30-34,2007,Female Maori,119.47,74.41,164.53,27,22600,0.00119469
35-39,2007,Female Maori,156.32,105.25,207.38,36,23030,0.001563178
40-44,2007,Female Maori,226.2,162.21,290.19,48,21220,0.002262017
45-49,2007,Female Maori,296.98,220.55,373.41,58,19530,0.00296979
50-54,2007,Female Maori,556.69,436.19,677.18,82,14730,0.00556687
55-59,2007,Female Maori,948.58,768.84,1128.32,107,11280,0.009485816
60-64,2007,Female Maori,1802.03,1505.63,2098.43,142,7880,0.018020305
65-69,2007,Female Maori,2178.22,1806.62,2549.81,132,6060,0.021782178
70-74,2007,Female Maori,3876.54,3270.15,4482.93,157,4050,0.038765432
75-79,2007,Female Maori,4940.71,4074.57,5806.86,125,2530,0.049407115
80+,2007,Female Maori,10394.09,8991.59,11796.58,211,2030,0.103940887
Total,2008,Female Maori,659.26,623.48,695.04,1439,329600,0.004365898
00-04,2008,Female Maori,284.7,231.97,337.42,112,39340,0.002846975
05-09,2008,Female Maori,17.31,3.46,31.15,6,34670,0.00017306
10-14,2008,Female Maori,17.57,3.51,31.63,6,34150,0.000175695
15-19,2008,Female Maori,80.41,50.08,110.73,27,33580,0.00080405
20-24,2008,Female Maori,69.9,38.47,101.34,19,27180,0.000699043
25-29,2008,Female Maori,70.77,36.09,105.44,16,22610,0.000707651
30-34,2008,Female Maori,54.15,23.51,84.79,12,22160,0.000541516
35-39,2008,Female Maori,141.94,93.51,190.36,33,23250,0.001419355
40-44,2008,Female Maori,265.15,195.7,334.6,56,21120,0.002651515
45-49,2008,Female Maori,367.11,284.02,450.19,75,20430,0.003671072
50-54,2008,Female Maori,573.82,454.61,693.04,89,15510,0.005738233
55-59,2008,Female Maori,1111.11,920.84,1301.38,131,11790,0.011111111
60-64,2008,Female Maori,1674.58,1398.17,1950.99,141,8420,0.016745843
65-69,2008,Female Maori,2762.52,2348.46,3176.58,171,6190,0.027625202
70-74,2008,Female Maori,4188.24,3572.95,4803.52,178,4250,0.041882353
75-79,2008,Female Maori,4285.71,3509.13,5062.29,117,2730,0.042857143
80+,2008,Female Maori,11415.53,10000.44,12830.61,250,2190,0.114155251
Total,2009,Female Maori,627.14,593.09,661.19,1439,335000,0.004295522
00-04,2009,Female Maori,374.2,314.71,433.69,152,40620,0.003741999
05-09,2009,Female Maori,17.21,3.44,30.98,6,34870,0.000172068
10-14,2009,Female Maori,23.32,7.16,39.47,8,34310,0.000233168
15-19,2009,Female Maori,71.88,43.12,100.63,24,33390,0.000718778
20-24,2009,Female Maori,53.38,26.37,80.4,15,28100,0.000533808
25-29,2009,Female Maori,84.56,46.54,122.58,19,22470,0.000845572
30-34,2009,Female Maori,91.07,51.16,130.99,20,21960,0.000910747
35-39,2009,Female Maori,102.96,61.77,144.15,24,23310,0.001029601
40-44,2009,Female Maori,234.52,169.52,299.53,50,21320,0.002345216
45-49,2009,Female Maori,354.92,274.05,435.78,74,20850,0.003549161
50-54,2009,Female Maori,616.61,496.35,736.86,101,16380,0.006166056
55-59,2009,Female Maori,791.6,634.87,948.33,98,12380,0.007915994
60-64,2009,Female Maori,1377.78,1135.27,1620.28,124,9000,0.013777778
65-69,2009,Female Maori,2178.68,1816.49,2540.88,139,6380,0.021786834
70-74,2009,Female Maori,4098,3505.86,4690.13,184,4490,0.040979955
75-79,2009,Female Maori,4545.45,3764.08,5326.83,130,2860,0.045454545
80+,2009,Female Maori,11531.91,10158.91,12904.92,271,2350,0.115319149
Total,2010,Female Maori,597.34,565.03,629.64,1432,340800,0.004201878
00-04,2010,Female Maori,326.37,271.52,381.23,136,41670,0.003263739
05-09,2010,Female Maori,2.86,0,8.48,1,34920,2.86e-05
10-14,2010,Female Maori,25.93,8.99,42.87,9,34710,0.000259291
15-19,2010,Female Maori,66.23,38.55,93.9,22,33220,0.000662252
20-24,2010,Female Maori,51.56,25.47,77.66,15,29090,0.000515641
25-29,2010,Female Maori,79.4,42.72,116.08,18,22670,0.000794001
30-34,2010,Female Maori,82.64,44.46,120.82,18,21780,0.000826446
35-39,2010,Female Maori,107.62,65.43,149.81,25,23230,0.001076195
40-44,2010,Female Maori,198.07,138.86,257.27,43,21710,0.001980654
45-49,2010,Female Maori,318.74,242.42,395.07,67,21020,0.003187441
50-54,2010,Female Maori,637.31,518.21,756.41,110,17260,0.006373117
55-59,2010,Female Maori,873.26,712.25,1034.27,113,12940,0.008732612
60-64,2010,Female Maori,1349.12,1118.09,1580.16,131,9710,0.013491246
65-69,2010,Female Maori,2254.16,1892.21,2616.11,149,6610,0.022541604
70-74,2010,Female Maori,3347.19,2830.15,3864.23,161,4810,0.033471933
75-79,2010,Female Maori,4812.29,4017.96,5606.61,141,2930,0.048122867
80+,2010,Female Maori,10748.03,9473.05,12023.01,273,2540,0.107480315
Total,2011,Female Maori,613.63,581.72,645.55,1531,345900,0.004426135
00-04,2011,Female Maori,326.81,272.09,381.54,137,41920,0.00326813
05-09,2011,Female Maori,2.83,0,8.37,1,35350,2.83e-05
10-14,2011,Female Maori,19.97,5.17,34.76,7,35060,0.000199658
15-19,2011,Female Maori,48.28,24.62,71.94,16,33140,0.0004828
20-24,2011,Female Maori,83.84,50.97,116.7,25,29820,0.000838364
25-29,2011,Female Maori,74.27,38.96,109.57,17,22890,0.000742682
30-34,2011,Female Maori,87.24,48.01,126.46,19,21780,0.00087236
35-39,2011,Female Maori,144.67,95.31,194.03,33,22810,0.001446734
40-44,2011,Female Maori,184.1,127.75,240.46,41,22270,0.001841042
45-49,2011,Female Maori,339.23,260.32,418.13,71,20930,0.00339226
50-54,2011,Female Maori,566.25,456.89,675.6,103,18190,0.005662452
55-59,2011,Female Maori,796.78,647.2,946.37,109,13680,0.007967836
60-64,2011,Female Maori,1523.63,1286.05,1761.2,158,10370,0.015236258
65-69,2011,Female Maori,2510.95,2135.69,2886.21,172,6850,0.025109489
70-74,2011,Female Maori,3267.72,2770.61,3764.82,166,5080,0.032677165
75-79,2011,Female Maori,5000,4210.29,5789.71,154,3080,0.05
80+,2011,Female Maori,11062.27,9814.61,12309.93,302,2730,0.110622711
Total,2012,Female Maori,569.75,539.77,599.73,1480,350800,0.004218928
00-04,2012,Female Maori,292.13,240.08,344.18,121,41420,0.002921294
05-09,2012,Female Maori,8.22,0,17.52,3,36500,8.22e-05
10-14,2012,Female Maori,22.83,7.01,38.65,8,35040,0.000228311
15-19,2012,Female Maori,69.01,40.8,97.21,23,33330,0.000690069
20-24,2012,Female Maori,66.05,37.1,95,20,30280,0.000660502
25-29,2012,Female Maori,25.68,5.13,46.24,6,23360,0.000256849
30-34,2012,Female Maori,97,55.51,138.48,21,21650,0.000969977
35-39,2012,Female Maori,98.65,57.43,139.88,22,22300,0.000986547
40-44,2012,Female Maori,171.35,117.57,225.13,39,22760,0.001713533
45-49,2012,Female Maori,349.28,269.16,429.41,73,20900,0.003492823
50-54,2012,Female Maori,508.39,407.21,609.56,97,19080,0.005083857
55-59,2012,Female Maori,640.06,509.97,770.14,93,14530,0.006400551
60-64,2012,Female Maori,1465.44,1237.65,1693.22,159,10850,0.014654378
65-69,2012,Female Maori,2278.31,1932.76,2623.86,167,7330,0.022783083
70-74,2012,Female Maori,3167.94,2686.01,3649.86,166,5240,0.031679389
75-79,2012,Female Maori,5106.38,4334.21,5878.56,168,3290,0.05106383
80+,2012,Female Maori,10068.49,8917.57,11219.42,294,2920,0.100684932
Total,2013,Female Maori,547.68,518.99,576.38,1475,355400,0.004150253
