ageband,year,pop,rate,ratelow,rateupp,deaths,people,percent
80+,2007,Maori,11021.67,9876.74,12166.6,356,3230,0.110216718
Total,2008,Maori,732.01,703.92,760.1,3021,644800,0.004685174
00-04,2008,Maori,340.91,300.69,381.13,276,80960,0.003409091
05-09,2008,Maori,16.84,7.31,26.36,12,71280,0.00016835
10-14,2008,Maori,25.69,13.82,37.56,18,70060,0.000256923
15-19,2008,Maori,81.82,60.2,103.45,55,67220,0.000818209
20-24,2008,Maori,120.11,90.45,149.78,63,52450,0.001201144
25-29,2008,Maori,93.48,64.51,122.45,40,42790,0.000934798
30-34,2008,Maori,101.16,70.56,131.75,42,41520,0.001011561
35-39,2008,Maori,169.96,131.23,208.68,74,43540,0.001699587
40-44,2008,Maori,314.06,259.22,368.9,126,40120,0.003140578
45-49,2008,Maori,387.52,325.29,449.74,149,38450,0.003875163
50-54,2008,Maori,687.2,592.67,781.74,203,29540,0.006872038
55-59,2008,Maori,1301.28,1152.78,1449.78,295,22670,0.013012792
60-64,2008,Maori,1962.85,1746.77,2178.93,317,16150,0.019628483
65-69,2008,Maori,2898.06,2591.81,3204.32,344,11870,0.028980623
70-74,2008,Maori,4378.92,3919.5,4838.34,349,7970,0.04378921
75-79,2008,Maori,5525.21,4857.44,6192.98,263,4760,0.055252101
80+,2008,Maori,11318.05,10201.88,12434.22,395,3490,0.113180516
Total,2009,Maori,731.29,703.96,758.62,3162,655100,0.004826744
00-04,2009,Maori,382.18,340.31,424.06,320,83730,0.003821808
05-09,2009,Maori,12.55,4.35,20.75,9,71700,0.000125523
10-14,2009,Maori,28.42,15.97,40.88,20,70370,0.000284212
15-19,2009,Maori,102.76,78.51,127,69,67150,0.00102755
20-24,2009,Maori,101.64,74.78,128.51,55,54110,0.001016448
25-29,2009,Maori,122.47,89.18,155.76,52,42460,0.001224682
30-34,2009,Maori,124.21,90.12,158.3,51,41060,0.001242085
35-39,2009,Maori,179.68,139.81,219.56,78,43410,0.001796821
40-44,2009,Maori,279.36,227.85,330.87,113,40450,0.002793572
45-49,2009,Maori,430.68,365.75,495.62,169,39240,0.00430683
50-54,2009,Maori,780.35,682.23,878.46,243,31140,0.007803468
55-59,2009,Maori,971.69,846.11,1097.27,230,23670,0.009716941
60-64,2009,Maori,1788.62,1588.86,1988.37,308,17220,0.017886179
65-69,2009,Maori,2783.25,2486.97,3079.54,339,12180,0.027832512
70-74,2009,Maori,4707.99,4243.69,5172.28,395,8390,0.047079857
75-79,2009,Maori,5349.3,4708.85,5989.75,268,5010,0.053493014
80+,2009,Maori,11688.65,10600.18,12777.13,443,3790,0.116886544
Total,2010,Maori,663.79,638.58,689,3028,665900,0.004547229
00-04,2010,Maori,346.87,307.49,386.26,298,85910,0.003468746
05-09,2010,Maori,9.76,2.53,16.98,7,71750,9.76e-05
10-14,2010,Maori,30.85,17.96,43.74,22,71310,0.000308512
15-19,2010,Maori,95.35,71.99,118.71,64,67120,0.000953516
20-24,2010,Maori,103.66,76.98,130.34,58,55950,0.00103664
25-29,2010,Maori,119.58,86.76,152.4,51,42650,0.00119578
30-34,2010,Maori,91.09,61.74,120.44,37,40620,0.000910881
35-39,2010,Maori,159.54,121.89,197.18,69,43250,0.001595376
40-44,2010,Maori,285.92,234.11,337.73,117,40920,0.002859238
45-49,2010,Maori,448.48,382.59,514.36,178,39690,0.004484757
50-54,2010,Maori,770.17,675.08,865.26,252,32720,0.007701711
55-59,2010,Maori,1004.46,879.44,1129.47,248,24690,0.010044552
60-64,2010,Maori,1569.26,1388.65,1749.88,290,18480,0.015692641
65-69,2010,Maori,2427.88,2154.51,2701.26,303,12480,0.024278846
70-74,2010,Maori,3626.25,3232.61,4019.9,326,8990,0.036262514
75-79,2010,Maori,5305.34,4681.68,5929,278,5240,0.053053435
80+,2010,Maori,10462.29,9473.4,11451.18,430,4110,0.104622871
Total,2011,Maori,672.03,647.26,696.8,3152,675400,0.004666864
00-04,2011,Maori,325.64,287.63,363.64,282,86600,0.003256351
05-09,2011,Maori,4.14,0,8.83,3,72460,4.14e-05
10-14,2011,Maori,22.22,11.33,33.1,16,72020,0.000222161
15-19,2011,Maori,98.16,74.47,121.84,66,67240,0.000981559
20-24,2011,Maori,99.34,73.55,125.13,57,57380,0.000993377
25-29,2011,Maori,104.9,74.25,135.54,45,42900,0.001048951
30-34,2011,Maori,138.41,102.16,174.66,56,40460,0.001384083
35-39,2011,Maori,167.57,128.59,206.55,71,42370,0.001675714
40-44,2011,Maori,241.34,194.27,288.41,101,41850,0.002413381
45-49,2011,Maori,408.37,345.48,471.25,162,39670,0.00408369
50-54,2011,Maori,626.64,542.88,710.4,215,34310,0.006266395
55-59,2011,Maori,1012.32,889.97,1134.66,263,25980,0.010123172
60-64,2011,Maori,1645.51,1466.33,1824.68,324,19690,0.016455053
65-69,2011,Maori,2598.3,2320.89,2875.72,337,12970,0.025983038
70-74,2011,Maori,3825.08,3431.58,4218.58,363,9490,0.03825079
75-79,2011,Maori,5768.54,5135.5,6401.57,319,5530,0.057685353
80+,2011,Maori,10582.96,9628.2,11537.72,472,4460,0.105829596
Total,2012,Maori,655.8,631.8,679.8,3165,684100,0.004626517
00-04,2012,Maori,292.36,256.12,328.61,250,85510,0.002923635
05-09,2012,Maori,13.36,5.08,21.65,10,74830,0.000133636
10-14,2012,Maori,30.53,17.77,43.28,22,72070,0.000305259
15-19,2012,Maori,103.23,79.05,127.41,70,67810,0.001032296
20-24,2012,Maori,87.55,63.52,111.58,51,58250,0.000875536
25-29,2012,Maori,107.58,76.82,138.33,47,43690,0.001075761
30-34,2012,Maori,117.18,83.68,150.68,47,40110,0.001171778
35-39,2012,Maori,145.35,108.57,182.13,60,41280,0.001453488
40-44,2012,Maori,234.96,188.91,281.02,100,42560,0.002349624
45-49,2012,Maori,390.92,329.38,452.46,155,39650,0.003909206
50-54,2012,Maori,660.17,576.12,744.22,237,35900,0.006601671
55-59,2012,Maori,856.41,746.92,965.91,235,27440,0.00856414
60-64,2012,Maori,1569.77,1398.84,1740.7,324,20640,0.015697674
65-69,2012,Maori,2243.87,1994.48,2493.25,311,13860,0.022438672
70-74,2012,Maori,3663.97,3286.52,4041.41,362,9880,0.036639676
75-79,2012,Maori,6068.38,5437.11,6699.64,355,5850,0.060683761
80+,2012,Maori,11090.15,10145.07,12035.22,529,4770,0.110901468
Total,2013,Maori,623.9,601.06,646.74,3115,692500,0.004498195
00-04,2013,Maori,214.96,183.65,246.28,181,84200,0.002149644
05-09,2013,Maori,15.54,6.75,24.34,12,77200,0.00015544
10-14,2013,Maori,11.15,3.42,18.87,8,71760,0.000111483
15-19,2013,Maori,79.9,58.78,101.01,55,68840,0.000798954
20-24,2013,Maori,88.26,64.27,112.24,52,58920,0.000882553
25-29,2013,Maori,75.91,50.39,101.43,34,44790,0.000759098
30-34,2013,Maori,108.01,75.73,140.3,43,39810,0.001080131
35-39,2013,Maori,158.97,120.02,197.91,64,40260,0.001589667
40-44,2013,Maori,226.11,181.11,271.1,97,42900,0.002261072
45-49,2013,Maori,379.27,318.57,439.96,150,39550,0.003792668
50-54,2013,Maori,631.83,551.39,712.27,237,37510,0.006318315
55-59,2013,Maori,948.73,835.98,1061.48,272,28670,0.009487269
60-64,2013,Maori,1532.07,1367.27,1696.88,332,21670,0.01532072
65-69,2013,Maori,2248.17,2008.13,2488.2,337,14990,0.022481654
70-74,2013,Maori,3708.41,3335.06,4081.77,379,10220,0.037084149
75-79,2013,Maori,5365.85,4786.91,5944.8,330,6150,0.053658537
80+,2013,Maori,10451.87,9563.7,11340.03,532,5090,0.104518664
Total,1996,Male Maori,1257.71,1181.06,1334.36,1538,260600,0.005901765
00-04,1996,Male Maori,448.51,380.89,516.14,169,37680,0.004485138
05-09,1996,Male Maori,14.36,1.77,26.95,5,34820,0.000143596
10-14,1996,Male Maori,35.47,13.49,57.46,10,28190,0.000354736
15-19,1996,Male Maori,176.77,127.27,226.26,49,27720,0.001767677
20-24,1996,Male Maori,221.47,161.27,281.66,52,23480,0.002214651
25-29,1996,Male Maori,247.04,178.56,315.51,50,20240,0.002470356
30-34,1996,Male Maori,304.88,227.73,382.02,60,19680,0.00304878
35-39,1996,Male Maori,343.22,255.64,430.8,59,17190,0.003432228
40-44,1996,Male Maori,393.01,288.19,497.84,54,13740,0.003930131
45-49,1996,Male Maori,670.9,518.04,823.76,74,11030,0.006708976
50-54,1996,Male Maori,1435.71,1173.3,1698.11,115,8010,0.014357054
55-59,1996,Male Maori,1991.34,1659.09,2323.59,138,6930,0.01991342
60-64,1996,Male Maori,3602.36,3080.43,4124.3,183,5080,0.036023622
65-69,1996,Male Maori,5089.82,4324.69,5854.95,170,3340,0.050898204
70-74,1996,Male Maori,7074.47,5872.14,8276.8,133,1880,0.070744681
75-79,1996,Male Maori,9489.8,7561.07,11418.53,93,980,0.094897959
80+,1996,Male Maori,19076.92,15719.13,22434.71,124,650,0.190769231
Total,1997,Male Maori,1152.6,1081.93,1223.27,1504,266300,0.005647766
00-04,1997,Male Maori,484.69,414.27,555.1,182,37550,0.004846871
05-09,1997,Male Maori,33.44,14.52,52.35,12,35890,0.000334355
10-14,1997,Male Maori,47.93,22.82,73.04,14,29210,0.000479288
15-19,1997,Male Maori,183.98,133.49,234.48,51,27720,0.001839827
20-24,1997,Male Maori,143.64,95.36,191.93,34,23670,0.001436417
25-29,1997,Male Maori,256.29,187.29,325.29,53,20680,0.002562863
30-34,1997,Male Maori,243.65,174.72,312.59,48,19700,0.002436548
35-39,1997,Male Maori,216.07,148.25,283.88,39,18050,0.002160665
40-44,1997,Male Maori,433.26,325.42,541.11,62,14310,0.004332635
45-49,1997,Male Maori,680.45,530.4,830.5,79,11610,0.006804479
50-54,1997,Male Maori,1370.68,1120.16,1621.2,115,8390,0.013706794
55-59,1997,Male Maori,1991.53,1662.8,2320.25,141,7080,0.019915254
60-64,1997,Male Maori,3212.93,2728.52,3697.34,169,5260,0.032129278
65-69,1997,Male Maori,5270.66,4511.14,6030.17,185,3510,0.052706553
70-74,1997,Male Maori,6336.63,5238.87,7434.4,128,2020,0.063366337
75-79,1997,Male Maori,8712.87,6892.43,10533.31,88,1010,0.087128713
80+,1997,Male Maori,15522.39,12539.08,18505.69,104,670,0.155223881
Total,1998,Male Maori,1112.94,1045.79,1180.1,1509,272000,0.005547794
00-04,1998,Male Maori,394.6,331.24,457.96,149,37760,0.003945975
05-09,1998,Male Maori,27.27,10.37,44.17,10,36670,0.000272702
10-14,1998,Male Maori,62.5,34.4,90.6,19,30400,0.000625
15-19,1998,Male Maori,138.33,94.35,182.32,38,27470,0.001383327
20-24,1998,Male Maori,209.91,151.72,268.09,50,23820,0.002099076
25-29,1998,Male Maori,246.68,179.63,313.73,52,21080,0.002466793
30-34,1998,Male Maori,248.48,178.9,318.05,49,19720,0.002484787
35-39,1998,Male Maori,285.11,209.07,361.16,54,18940,0.002851109
40-44,1998,Male Maori,421.97,317.77,526.17,63,14930,0.004219692
45-49,1998,Male Maori,792.73,634.15,951.31,96,12110,0.007927333
50-54,1998,Male Maori,1214.85,985.73,1443.97,108,8890,0.012148481
55-59,1998,Male Maori,1947.15,1624.6,2269.69,140,7190,0.019471488
60-64,1998,Male Maori,3284.13,2801.67,3766.6,178,5420,0.032841328
65-69,1998,Male Maori,4565.22,3874.88,5255.56,168,3680,0.045652174
70-74,1998,Male Maori,6330.28,5274.09,7386.46,138,2180,0.063302752
75-79,1998,Male Maori,9047.62,7228.22,10867.02,95,1050,0.09047619
80+,1998,Male Maori,14166.67,11417.36,16915.98,102,720,0.141666667
Total,1999,Male Maori,1136.84,1069.78,1203.9,1565,277400,0.005641673
00-04,1999,Male Maori,438.23,371.56,504.89,166,37880,0.00438226
05-09,1999,Male Maori,21.53,6.61,36.46,8,37150,0.000215343
10-14,1999,Male Maori,40.8,18.62,62.98,13,31860,0.000408035
15-19,1999,Male Maori,110.42,70.9,149.93,30,27170,0.001104159
20-24,1999,Male Maori,181.28,127.1,235.47,43,23720,0.001812816
25-29,1999,Male Maori,201.69,141.4,261.97,43,21320,0.002016886
30-34,1999,Male Maori,239.4,171.67,307.13,48,20050,0.002394015
35-39,1999,Male Maori,291.86,216.09,367.63,57,19530,0.002918587
40-44,1999,Male Maori,462.03,356.04,568.01,73,15800,0.004620253
45-49,1999,Male Maori,698.97,552.93,845.01,88,12590,0.006989674
50-54,1999,Male Maori,1343.28,1108.73,1577.84,126,9380,0.013432836
55-59,1999,Male Maori,1964.53,1643.66,2285.4,144,7330,0.019645293
60-64,1999,Male Maori,3494.62,3004.12,3985.12,195,5580,0.034946237
65-69,1999,Male Maori,4015.54,3383.37,4647.72,155,3860,0.04015544
70-74,1999,Male Maori,6450.22,5414.51,7485.92,149,2310,0.064502165
75-79,1999,Male Maori,9642.86,7824.2,11461.51,108,1120,0.096428571
80+,1999,Male Maori,15657.89,12844.6,18471.19,119,760,0.156578947
Total,2000,Male Maori,1056.96,993.63,1120.29,1481,283000,0.005233216
00-04,2000,Male Maori,369.5,308.51,430.49,141,38160,0.003694969
05-09,2000,Male Maori,24.06,8.34,39.78,9,37410,0.000240577
10-14,2000,Male Maori,29.91,11.37,48.45,10,33430,0.000299133
15-19,2000,Male Maori,117.39,76.72,158.06,32,27260,0.001173881
20-24,2000,Male Maori,166.67,114.36,218.98,39,23400,0.001666667
25-29,2000,Male Maori,194.9,135.95,253.84,42,21550,0.001948956
30-34,2000,Male Maori,225.27,160.17,290.37,46,20420,0.002252693
35-39,2000,Male Maori,235.35,168.07,302.64,47,19970,0.00235353
40-44,2000,Male Maori,377.92,284.6,471.25,63,16670,0.003779244
45-49,2000,Male Maori,665.65,525.77,805.52,87,13070,0.006656465
50-54,2000,Male Maori,1013.04,815.47,1210.61,101,9970,0.010130391
55-59,2000,Male Maori,2002.72,1678.97,2326.48,147,7340,0.020027248
60-64,2000,Male Maori,2745.76,2322.94,3168.59,162,5900,0.027457627
65-69,2000,Male Maori,4306.93,3666.98,4946.89,174,4040,0.043069307
70-74,2000,Male Maori,5819.67,4862.46,6776.89,142,2440,0.058196721
75-79,2000,Male Maori,10083.33,8286.67,11880,121,1200,0.100833333
80+,2000,Male Maori,14567.9,11939.38,17196.43,118,810,0.145679012
Total,2001,Male Maori,977.28,918.22,1036.35,1449,288900,0.005015576
00-04,2001,Male Maori,407.52,343.57,471.47,156,38280,0.004075235
05-09,2001,Male Maori,21.27,6.53,36.01,8,37610,0.000212709
10-14,2001,Male Maori,20.08,5.2,34.96,7,34860,0.000200803
15-19,2001,Male Maori,122.13,81.08,163.18,34,27840,0.001221264
20-24,2001,Male Maori,132.08,85.59,178.58,31,23470,0.001320835
25-29,2001,Male Maori,185.96,128.33,243.59,40,21510,0.0018596
30-34,2001,Male Maori,243.9,176.96,310.84,51,20910,0.002439024
35-39,2001,Male Maori,193.36,132.67,254.04,39,20170,0.001933565
40-44,2001,Male Maori,385.06,292.85,477.26,67,17400,0.003850575
45-49,2001,Male Maori,527.47,405.63,649.31,72,13650,0.005274725
50-54,2001,Male Maori,1043.23,849.16,1237.31,111,10640,0.010432331
55-59,2001,Male Maori,1836.46,1528.94,2143.98,137,7460,0.018364611
60-64,2001,Male Maori,2495.95,2101.73,2890.16,154,6170,0.024959481
65-69,2001,Male Maori,3952.94,3355.19,4550.69,168,4250,0.039529412
70-74,2001,Male Maori,6392.16,5410.84,7373.47,163,2550,0.063921569
75-79,2001,Male Maori,7751.94,6232.56,9271.32,100,1290,0.07751938
80+,2001,Male Maori,13214.29,10755.97,15672.6,111,840,0.132142857
Total,2002,Male Maori,988.97,930.96,1046.98,1511,293200,0.005153479
00-04,2002,Male Maori,386.73,324.42,449.03,148,38270,0.003867259
05-09,2002,Male Maori,16.08,3.21,28.94,6,37320,0.000160772
10-14,2002,Male Maori,25.14,8.72,41.56,9,35800,0.000251397
15-19,2002,Male Maori,108.66,71.01,146.31,32,29450,0.001086587
20-24,2002,Male Maori,143.92,94.81,193.02,33,22930,0.001439163
25-29,2002,Male Maori,143.95,92.44,195.47,30,20840,0.001439539
30-34,2002,Male Maori,217.29,154.5,280.08,46,21170,0.002172886
35-39,2002,Male Maori,228.74,162.64,294.85,46,20110,0.002287419
40-44,2002,Male Maori,367.53,279.52,455.53,67,18230,0.003675261
45-49,2002,Male Maori,646.52,514.41,778.63,92,14230,0.006465214
50-54,2002,Male Maori,1050.76,861.17,1240.35,118,11230,0.010507569
55-59,2002,Male Maori,1681.53,1394.67,1968.39,132,7850,0.016815287
60-64,2002,Male Maori,2535.43,2143.79,2927.08,161,6350,0.025354331
65-69,2002,Male Maori,4266.37,3658.11,4874.62,189,4430,0.042663657
70-74,2002,Male Maori,6296.3,5349.8,7242.79,170,2700,0.062962963
75-79,2002,Male Maori,8345.32,6826.63,9864.02,116,1390,0.083453237
80+,2002,Male Maori,13181.82,10782.97,15580.66,116,880,0.131818182
Total,2003,Male Maori,993.52,936.08,1050.95,1575,296800,0.005306604
00-04,2003,Male Maori,391.8,328.89,454.71,149,38030,0.00391796
05-09,2003,Male Maori,18.81,4.88,32.75,7,37210,0.000188121
10-14,2003,Male Maori,49.5,26.63,72.38,18,36360,0.00049505
15-19,2003,Male Maori,136.28,95.06,177.49,42,30820,0.001362751
20-24,2003,Male Maori,179.9,124.83,234.97,41,22790,0.001799035
25-29,2003,Male Maori,198.41,136.92,259.9,40,20160,0.001984127
30-34,2003,Male Maori,277.39,206.61,348.17,59,21270,0.00277386
35-39,2003,Male Maori,226.02,159.98,292.05,45,19910,0.002260171
40-44,2003,Male Maori,379.35,291.72,466.97,72,18980,0.003793467
45-49,2003,Male Maori,641.89,512.81,770.97,95,14800,0.006418919
50-54,2003,Male Maori,949.53,772.88,1126.18,111,11690,0.009495295
55-59,2003,Male Maori,1690.48,1412.43,1968.52,142,8400,0.016904762
60-64,2003,Male Maori,2476.92,2094.31,2859.53,161,6500,0.024769231
65-69,2003,Male Maori,3565.22,3019.56,4110.87,164,4600,0.035652174
70-74,2003,Male Maori,5400.7,4550.46,6250.93,155,2870,0.054006969
75-79,2003,Male Maori,9933.33,8338.34,11528.32,149,1500,0.099333333
80+,2003,Male Maori,13888.89,11454.06,16323.72,125,900,0.138888889
Total,2004,Male Maori,944.18,889.48,998.88,1551,300200,0.005166556
00-04,2004,Male Maori,363.44,302.81,424.08,138,37970,0.003634448
05-09,2004,Male Maori,16.24,3.24,29.23,6,36950,0.000162382
10-14,2004,Male Maori,35.47,16.19,54.75,13,36650,0.000354707
15-19,2004,Male Maori,129.01,89.52,168.5,41,31780,0.00129012
20-24,2004,Male Maori,176.65,122.58,230.72,41,23210,0.00176648
25-29,2004,Male Maori,197.37,135.42,259.31,39,19760,0.001973684
30-34,2004,Male Maori,161.67,107.33,216.02,34,21030,0.001616738
35-39,2004,Male Maori,235.83,168.4,303.25,47,19930,0.002358254
40-44,2004,Male Maori,451.24,356.42,546.07,87,19280,0.004512448
45-49,2004,Male Maori,624.2,499.98,748.42,97,15540,0.006241956
50-54,2004,Male Maori,1066.12,882.14,1250.09,129,12100,0.010661157
55-59,2004,Male Maori,1423.77,1176.14,1671.39,127,8920,0.014237668
60-64,2004,Male Maori,2015.04,1673.86,2356.22,134,6650,0.020150376
65-69,2004,Male Maori,4054.05,3485.03,4623.08,195,4810,0.040540541
70-74,2004,Male Maori,5766.67,4907.34,6625.99,173,3000,0.057666667
75-79,2004,Male Maori,7222.22,5913.54,8530.9,117,1620,0.072222222
80+,2004,Male Maori,14000,11620.65,16379.35,133,950,0.14
Total,2005,Male Maori,904.88,853.23,956.54,1568,303100,0.00517321
00-04,2005,Male Maori,404.58,340.26,468.9,152,37570,0.004045781
05-09,2005,Male Maori,19.01,4.93,33.09,7,36830,0.000190062
10-14,2005,Male Maori,21.8,6.69,36.9,8,36700,0.000217984
15-19,2005,Male Maori,148.15,106.24,190.06,48,32400,0.001481481
20-24,2005,Male Maori,209.38,151.34,267.42,50,23880,0.002093802
25-29,2005,Male Maori,186.68,126.53,246.83,37,19820,0.001866801
30-34,2005,Male Maori,264.17,194.35,333.99,55,20820,0.002641691
35-39,2005,Male Maori,242.06,173.58,310.54,48,19830,0.002420575
40-44,2005,Male Maori,470.28,373.66,566.91,91,19350,0.004702842
45-49,2005,Male Maori,487.65,380.12,595.19,79,16200,0.004876543
50-54,2005,Male Maori,937.5,767.62,1107.38,117,12480,0.009375
55-59,2005,Male Maori,1263.16,1037.15,1489.17,120,9500,0.012631579
60-64,2005,Male Maori,2458.77,2082.46,2835.09,164,6670,0.024587706
65-69,2005,Male Maori,3346.3,2846.2,3846.4,172,5140,0.033463035
70-74,2005,Male Maori,4620.25,3870.8,5369.71,146,3160,0.046202532
75-79,2005,Male Maori,8045.98,6713.16,9378.79,140,1740,0.08045977
80+,2005,Male Maori,13009.71,10806.93,15212.49,134,1030,0.130097087
Total,2006,Male Maori,913.58,863.32,963.84,1636,306000,0.005346405
00-04,2006,Male Maori,403.93,339.72,468.15,152,37630,0.00403933
05-09,2006,Male Maori,32.82,14.25,51.39,12,36560,0.000328228
10-14,2006,Male Maori,21.92,6.73,37.11,8,36500,0.000219178
15-19,2006,Male Maori,155.02,112.47,197.56,51,32900,0.001550152
20-24,2006,Male Maori,132.01,86.27,177.75,32,24240,0.001320132
25-29,2006,Male Maori,151.44,98.13,204.75,31,20470,0.001514411
30-34,2006,Male Maori,221.67,156.91,286.44,45,20300,0.002216749
35-39,2006,Male Maori,245.49,176.75,314.23,49,19960,0.00245491
40-44,2006,Male Maori,306.97,228.64,385.3,59,19220,0.003069719
45-49,2006,Male Maori,662.69,539.4,785.97,111,16750,0.006626866
50-54,2006,Male Maori,856.48,697.15,1015.82,111,12960,0.008564815
55-59,2006,Male Maori,1556.89,1312.57,1801.2,156,10020,0.015568862
60-64,2006,Male Maori,2613.8,2229.81,2997.79,178,6810,0.026138032
65-69,2006,Male Maori,3382.62,2892.53,3872.72,183,5410,0.033826248
70-74,2006,Male Maori,5119.05,4354.01,5884.08,172,3360,0.051190476
75-79,2006,Male Maori,8131.87,6821.73,9442,148,1820,0.081318681
80+,2006,Male Maori,12432.43,10358.13,14506.74,138,1110,0.124324324
Total,2007,Male Maori,897.63,849.24,946.03,1680,310400,0.005412371
00-04,2007,Male Maori,406.87,344.02,469.72,161,39570,0.004068739
05-09,2007,Male Maori,24.61,8.53,40.69,9,36570,0.000246103
10-14,2007,Male Maori,13.9,1.72,26.09,5,35960,0.000139043
15-19,2007,Male Maori,101.8,67.58,136.01,34,33400,0.001017964
20-24,2007,Male Maori,137.71,91.42,184,34,24690,0.001377076
25-29,2007,Male Maori,166.1,110.27,221.93,34,20470,0.001660967
30-34,2007,Male Maori,238.1,170.02,306.17,47,19740,0.002380952
35-39,2007,Male Maori,307.54,230.99,384.09,62,20160,0.003075397
40-44,2007,Male Maori,407.31,316.92,497.7,78,19150,0.004073107
45-49,2007,Male Maori,640.51,521.35,759.66,111,17330,0.006405078
50-54,2007,Male Maori,1021.47,851.04,1191.89,138,13510,0.010214656
