ageband,year,pop,rate,ratelow,rateupp,deaths,people,percent
10-14,1978,Female,0,0,0,0,149960,0
15-19,1978,Female,0,0,0,0,154570,0
20-24,1978,Female,0,0,0,0,127990,0
25-29,1978,Female,0,0,0,0,121170,0
30-34,1978,Female,0.91,0,2.69,1,109860,9.1e-06
35-39,1978,Female,2.16,0,5.15,2,92650,2.16e-05
40-44,1978,Female,1.3,0,3.84,1,77100,1.3e-05
45-49,1978,Female,1.32,0,3.91,1,75740,1.32e-05
50-54,1978,Female,7.78,1.55,14,6,77150,7.78e-05
55-59,1978,Female,9.71,2.52,16.9,7,72120,9.71e-05
60-64,1978,Female,17.07,6.98,27.15,11,64450,0.000170675
65-69,1978,Female,18.96,7.75,30.16,11,58030,0.000189557
70-74,1978,Female,48.9,28.47,69.33,22,44990,0.000488998
75-79,1978,Female,72.65,42.96,102.34,23,31660,0.000726469
80+,1978,Female,118.54,81.34,155.75,39,32900,0.00118541
Total,1979,Female,6.43,5.27,7.6,122,1576100,7.74e-05
00-04,1979,Female,0,0,0,0,128860,0
05-09,1979,Female,0,0,0,0,150130,0
10-14,1979,Female,0,0,0,0,148410,0
15-19,1979,Female,0,0,0,0,154200,0
20-24,1979,Female,0,0,0,0,128960,0
25-29,1979,Female,0,0,0,0,119690,0
30-34,1979,Female,1.74,0,4.15,2,115100,1.74e-05
35-39,1979,Female,3.22,0,6.87,3,93070,3.22e-05
40-44,1979,Female,3.78,0,8.06,3,79300,3.78e-05
45-49,1979,Female,5.43,0.11,10.75,4,73680,5.43e-05
50-54,1979,Female,7.8,1.56,14.04,6,76910,7.8e-05
55-59,1979,Female,6.89,0.85,12.93,5,72560,6.89e-05
60-64,1979,Female,18.93,8.22,29.64,12,63390,0.000189304
65-69,1979,Female,15.32,5.31,25.34,9,58730,0.000153244
70-74,1979,Female,30.13,14.35,45.91,14,46470,0.00030127
75-79,1979,Female,82.59,51.44,113.75,27,32690,0.000825941
80+,1979,Female,109.11,73.95,144.27,37,33910,0.001091124
Total,1980,Female,6.93,5.71,8.16,130,1580400,8.23e-05
00-04,1980,Female,0,0,0,0,126260,0
05-09,1980,Female,0,0,0,0,145190,0
10-14,1980,Female,0,0,0,0,148220,0
15-19,1980,Female,0,0,0,0,153680,0
20-24,1980,Female,0,0,0,0,130860,0
25-29,1980,Female,0,0,0,0,119360,0
30-34,1980,Female,4.2,0.52,7.89,5,118990,4.2e-05
35-39,1980,Female,4.25,0.08,8.41,4,94160,4.25e-05
40-44,1980,Female,4.82,0.1,9.54,4,83050,4.82e-05
45-49,1980,Female,11.09,3.41,18.78,8,72130,0.000110911
50-54,1980,Female,5.23,0.1,10.36,4,76460,5.23e-05
55-59,1980,Female,6.86,0.85,12.88,5,72840,6.86e-05
60-64,1980,Female,15.67,5.96,25.39,10,63800,0.00015674
65-69,1980,Female,33.82,19,48.64,20,59140,0.000338181
70-74,1980,Female,47.82,28.27,67.36,23,48100,0.00047817
75-79,1980,Female,36.26,15.75,56.78,12,33090,0.000362647
80+,1980,Female,99.83,66.76,132.9,35,35060,0.000998289
Total,1981,Female,6.57,5.43,7.71,133,1587400,8.38e-05
00-04,1981,Female,0,0,0,0,123010,0
05-09,1981,Female,0,0,0,0,140200,0
10-14,1981,Female,0,0,0,0,149420,0
15-19,1981,Female,0,0,0,0,149690,0
20-24,1981,Female,0,0,0,0,134150,0
25-29,1981,Female,0,0,0,0,121630,0
30-34,1981,Female,0.84,0,2.48,1,119560,8.36e-06
35-39,1981,Female,3.1,0,6.6,3,96930,3.1e-05
40-44,1981,Female,1.17,0,3.47,1,85330,1.17e-05
45-49,1981,Female,4.15,0,8.85,3,72290,4.15e-05
50-54,1981,Female,6.69,0.83,12.55,5,74780,6.69e-05
55-59,1981,Female,9.55,2.48,16.63,7,73270,9.55e-05
60-64,1981,Female,23.94,12.21,35.67,16,66830,0.000239413
65-69,1981,Female,18.2,7.44,28.96,11,60440,0.000181999
70-74,1981,Female,43.06,24.64,61.48,21,48770,0.000430593
75-79,1981,Female,67.02,39.63,94.41,23,34320,0.000670163
80+,1981,Female,114.22,79.68,148.77,42,36770,0.001142236
Total,1982,Female,6.43,5.31,7.55,133,1601500,8.3e-05
00-04,1982,Female,0,0,0,0,121730,0
05-09,1982,Female,0,0,0,0,135290,0
10-14,1982,Female,0,0,0,0,149970,0
15-19,1982,Female,0,0,0,0,147570,0
20-24,1982,Female,0,0,0,0,138520,0
25-29,1982,Female,1.6,0,3.83,2,124690,1.6e-05
30-34,1982,Female,2.5,0,5.32,3,120160,2.5e-05
35-39,1982,Female,0.98,0,2.89,1,102510,9.76e-06
40-44,1982,Female,2.26,0,5.4,2,88440,2.26e-05
45-49,1982,Female,4.12,0,8.79,3,72750,4.12e-05
50-54,1982,Female,8.15,1.63,14.67,6,73650,8.15e-05
55-59,1982,Female,9.51,2.47,16.56,7,73600,9.51e-05
60-64,1982,Female,7.36,0.91,13.82,5,67900,7.36e-05
65-69,1982,Female,31.12,17.13,45.12,19,61050,0.00031122
70-74,1982,Female,46.19,27.32,65.07,23,49790,0.00046194
75-79,1982,Female,67.02,40.21,93.83,24,35810,0.000670204
80+,1982,Female,100.11,68.28,131.93,38,37960,0.001001054
Total,1983,Female,7.44,6.24,8.64,156,1622300,9.62e-05
00-04,1983,Female,0,0,0,0,122050,0
05-09,1983,Female,0,0,0,0,130710,0
10-14,1983,Female,0,0,0,0,150660,0
15-19,1983,Female,0,0,0,0,146760,0
20-24,1983,Female,0.7,0,2.07,1,142910,7e-06
25-29,1983,Female,0,0,0,0,128890,0
30-34,1983,Female,0.82,0,2.43,1,122040,8.19e-06
35-39,1983,Female,4.57,0.56,8.58,5,109300,4.57e-05
40-44,1983,Female,5.5,0.68,10.31,5,90970,5.5e-05
45-49,1983,Female,2.7,0,6.43,2,74190,2.7e-05
50-54,1983,Female,10.91,3.35,18.47,8,73310,0.000109126
55-59,1983,Female,6.83,0.84,12.82,5,73200,6.83e-05
60-64,1983,Female,15.85,6.48,25.22,11,69400,0.000158501
65-69,1983,Female,32.94,18.51,47.38,20,60710,0.000329435
70-74,1983,Female,56.86,36.17,77.56,29,51000,0.000568627
75-79,1983,Female,59.32,34.53,84.1,22,37090,0.000593152
80+,1983,Female,120.11,85.77,154.45,47,39130,0.001201124
Total,1984,Female,5.36,4.37,6.35,119,1639700,7.26e-05
00-04,1984,Female,0,0,0,0,122430,0
05-09,1984,Female,0,0,0,0,127380,0
10-14,1984,Female,0,0,0,0,150060,0
15-19,1984,Female,0,0,0,0,147120,0
20-24,1984,Female,0,0,0,0,145030,0
25-29,1984,Female,0,0,0,0,131240,0
30-34,1984,Female,0,0,0,0,123650,0
35-39,1984,Female,2.6,0,5.54,3,115390,2.6e-05
40-44,1984,Female,3.23,0,6.88,3,93000,3.23e-05
45-49,1984,Female,2.61,0,6.22,2,76760,2.61e-05
50-54,1984,Female,5.53,0.11,10.95,4,72340,5.53e-05
55-59,1984,Female,6.86,0.85,12.88,5,72840,6.86e-05
60-64,1984,Female,9.87,2.56,17.19,7,70890,9.87e-05
65-69,1984,Female,16.55,6.29,26.81,10,60410,0.000165536
70-74,1984,Female,30.62,15.62,45.63,16,52250,0.00030622
75-79,1984,Female,65.53,39.84,91.22,25,38150,0.000655308
80+,1984,Female,108.13,76.18,140.09,44,40690,0.001081347
Total,1985,Female,5.37,4.38,6.36,119,1650900,7.21e-05
00-04,1985,Female,0,0,0,0,122710,0
05-09,1985,Female,0,0,0,0,125180,0
10-14,1985,Female,0,0,0,0,147030,0
15-19,1985,Female,0,0,0,0,148070,0
20-24,1985,Female,0,0,0,0,143460,0
25-29,1985,Female,0,0,0,0,133060,0
30-34,1985,Female,0.79,0,2.35,1,125940,7.94e-06
35-39,1985,Female,0.84,0,2.49,1,118910,8.41e-06
40-44,1985,Female,4.23,0.08,8.38,4,94510,4.23e-05
45-49,1985,Female,1.25,0,3.69,1,80130,1.25e-05
50-54,1985,Female,7.03,0.87,13.2,5,71080,7.03e-05
55-59,1985,Female,9.6,2.49,16.72,7,72880,9.6e-05
60-64,1985,Female,13.88,5.28,22.48,10,72040,0.000138812
65-69,1985,Female,22.88,10.89,34.86,14,61190,0.000228796
70-74,1985,Female,28.19,13.92,42.46,15,53210,0.000281902
75-79,1985,Female,48.57,26.73,70.41,19,39120,0.000485685
80+,1985,Female,99.01,69.07,128.95,42,42420,0.000990099
Total,1986,Female,5.82,4.79,6.85,131,1654300,7.92e-05
00-04,1986,Female,0,0,0,0,122560,0
05-09,1986,Female,0,0,0,0,124170,0
10-14,1986,Female,0,0,0,0,141460,0
15-19,1986,Female,0,0,0,0,147910,0
20-24,1986,Female,0,0,0,0,139010,0
25-29,1986,Female,0.73,0,2.17,1,136250,7.34e-06
30-34,1986,Female,3.18,0.06,6.29,4,125950,3.18e-05
35-39,1986,Female,1.66,0,3.95,2,120810,1.66e-05
40-44,1986,Female,2.05,0,4.89,2,97590,2.05e-05
45-49,1986,Female,4.77,0.1,9.45,4,83850,4.77e-05
50-54,1986,Female,8.39,1.68,15.11,6,71500,8.39e-05
55-59,1986,Female,8.25,1.65,14.84,6,72760,8.25e-05
60-64,1986,Female,7.07,0.87,13.27,5,70730,7.07e-05
65-69,1986,Female,22.6,10.76,34.44,14,61950,0.000225989
70-74,1986,Female,29.77,15.18,44.36,16,53740,0.00029773
75-79,1986,Female,62.33,37.9,86.76,25,40110,0.000623286
80+,1986,Female,104.76,74.49,135.03,46,43910,0.001047597
Total,1987,Female,5.02,4.09,5.95,118,1669700,7.07e-05
00-04,1987,Female,0,0,0,0,125280,0
05-09,1987,Female,0,0,0,0,123100,0
10-14,1987,Female,0,0,0,0,135850,0
15-19,1987,Female,0,0,0,0,149820,0
20-24,1987,Female,0,0,0,0,136690,0
25-29,1987,Female,1.42,0,3.39,2,140750,1.42e-05
30-34,1987,Female,0.77,0,2.29,1,129050,7.75e-06
35-39,1987,Female,0.83,0,2.45,1,120720,8.28e-06
40-44,1987,Female,2.93,0,6.25,3,102390,2.93e-05
45-49,1987,Female,4.66,0.09,9.22,4,85870,4.66e-05
50-54,1987,Female,1.37,0,4.06,1,72940,1.37e-05
55-59,1987,Female,8.3,1.66,14.94,6,72310,8.3e-05
60-64,1987,Female,12.72,4.41,21.04,9,70730,0.000127244
65-69,1987,Female,12.65,3.89,21.42,8,63220,0.000126542
70-74,1987,Female,34.97,19.24,50.69,19,54340,0.00034965
75-79,1987,Female,58.17,34.9,81.44,24,41260,0.000581677
80+,1987,Female,88.18,60.86,115.51,40,45360,0.000881834
Total,1988,Female,5.27,4.31,6.23,124,1678600,7.39e-05
00-04,1988,Female,0,0,0,0,128310,0
05-09,1988,Female,0,0,0,0,122510,0
10-14,1988,Female,0,0,0,0,129200,0
15-19,1988,Female,0,0,0,0,150010,0
20-24,1988,Female,0.74,0,2.18,1,135660,7.37e-06
25-29,1988,Female,0.7,0,2.07,1,142660,7.01e-06
30-34,1988,Female,0.76,0,2.25,1,131660,7.6e-06
35-39,1988,Female,1.68,0,4,2,119220,1.68e-05
40-44,1988,Female,1.88,0,4.48,2,106590,1.88e-05
45-49,1988,Female,2.27,0,5.41,2,88180,2.27e-05
50-54,1988,Female,5.44,0.11,10.77,4,73550,5.44e-05
55-59,1988,Female,12.52,4.34,20.7,9,71870,0.000125226
60-64,1988,Female,14.19,5.39,22.98,10,70490,0.000141864
65-69,1988,Female,12.34,3.79,20.9,8,64810,0.000123438
70-74,1988,Female,29.46,15.02,43.9,16,54310,0.000294605
75-79,1988,Female,60.55,37.28,83.82,26,42940,0.000605496
80+,1988,Female,90.15,62.88,117.41,42,46590,0.000901481
Total,1989,Female,5.78,4.75,6.8,132,1689000,7.82e-05
00-04,1989,Female,0,0,0,0,130540,0
05-09,1989,Female,0,0,0,0,121610,0
10-14,1989,Female,0,0,0,0,126480,0
15-19,1989,Female,0,0,0,0,147430,0
20-24,1989,Female,0,0,0,0,135550,0
25-29,1989,Female,0,0,0,0,140880,0
30-34,1989,Female,1.48,0,3.53,2,135220,1.48e-05
35-39,1989,Female,0.83,0,2.45,1,120600,8.29e-06
40-44,1989,Female,4.46,0.55,8.36,5,112180,4.46e-05
45-49,1989,Female,3.31,0,7.07,3,90500,3.31e-05
50-54,1989,Female,8.03,1.6,14.46,6,74720,8.03e-05
55-59,1989,Female,16.7,7.25,26.14,12,71870,0.000166968
60-64,1989,Female,19.99,9.52,30.45,14,70050,0.000199857
65-69,1989,Female,16.86,6.9,26.82,11,65250,0.000168582
70-74,1989,Female,27.87,13.76,41.97,15,53830,0.000278655
75-79,1989,Female,45.72,25.68,65.76,20,43740,0.000457247
80+,1989,Female,88.66,62.16,115.16,43,48500,0.000886598
Total,1990,Female,4.76,3.85,5.67,116,1706400,6.8e-05
00-04,1990,Female,0,0,0,0,133620,0
05-09,1990,Female,0,0,0,0,122440,0
10-14,1990,Female,0,0,0,0,125830,0
15-19,1990,Female,0,0,0,0,142990,0
20-24,1990,Female,0,0,0,0,135460,0
25-29,1990,Female,0.7,0,2.08,1,142340,7.03e-06
30-34,1990,Female,2.17,0,4.62,3,138270,2.17e-05
35-39,1990,Female,1.63,0,3.88,2,122890,1.63e-05
40-44,1990,Female,1.73,0,4.12,2,115700,1.73e-05
45-49,1990,Female,3.25,0,6.94,3,92170,3.25e-05
50-54,1990,Female,5.14,0.1,10.18,4,77780,5.14e-05
55-59,1990,Female,14.14,5.37,22.9,10,70740,0.000141363
60-64,1990,Female,5.72,0.11,11.32,4,69960,5.72e-05
65-69,1990,Female,19.56,8.93,30.19,13,66470,0.000195577
70-74,1990,Female,16.61,5.76,27.47,9,54170,0.000166144
75-79,1990,Female,35.56,18.13,52.98,16,45000,0.000355556
80+,1990,Female,96.97,69.82,124.12,49,50530,0.000969721
Total,1991,Female,4.48,3.58,5.39,103,1728400,5.96e-05
00-04,1991,Female,0,0,0,0,136360,0
05-09,1991,Female,0,0,0,0,123940,0
10-14,1991,Female,0,0,0,0,125420,0
15-19,1991,Female,0,0,0,0,139390,0
20-24,1991,Female,0,0,0,0,137430,0
25-29,1991,Female,0,0,0,0,140330,0
30-34,1991,Female,1.42,0,3.38,2,141280,1.42e-05
35-39,1991,Female,3.94,0.49,7.39,5,126940,3.94e-05
40-44,1991,Female,3.35,0.07,6.62,4,119550,3.35e-05
45-49,1991,Female,7.43,1.93,12.93,7,94220,7.43e-05
50-54,1991,Female,7.31,1.46,13.16,6,82070,7.31e-05
55-59,1991,Female,5.79,0.12,11.46,4,69120,5.79e-05
60-64,1991,Female,14.29,5.43,23.15,10,69970,0.000142918
65-69,1991,Female,20.94,9.97,31.9,14,66870,0.000209361
70-74,1991,Female,13.97,4.29,23.65,8,57260,0.000139714
75-79,1991,Female,28.58,13.04,44.11,13,45490,0.000285777
80+,1991,Female,56.84,36.5,77.18,30,52780,0.000568397
Total,1992,Female,4.45,3.6,5.31,113,1745700,6.47e-05
00-04,1992,Female,0,0,0,0,136990,0
05-09,1992,Female,0,0,0,0,125590,0
10-14,1992,Female,0,0,0,0,124410,0
15-19,1992,Female,0,0,0,0,135850,0
20-24,1992,Female,0,0,0,0,140170,0
25-29,1992,Female,0,0,0,0,138270,0
30-34,1992,Female,0,0,0,0,145400,0
35-39,1992,Female,0.77,0,2.28,1,129670,7.71e-06
40-44,1992,Female,2.51,0,5.36,3,119370,2.51e-05
45-49,1992,Female,3.05,0,6.51,3,98260,3.05e-05
50-54,1992,Female,6.93,1.38,12.47,6,86610,6.93e-05
55-59,1992,Female,2.89,0,6.9,2,69120,2.89e-05
60-64,1992,Female,14.42,5.48,23.36,10,69340,0.000144217
65-69,1992,Female,27.09,14.58,39.61,18,66440,0.000270921
70-74,1992,Female,23.5,11.19,35.81,14,59580,0.000234978
75-79,1992,Female,47.86,27.86,67.86,22,45970,0.000478573
80+,1992,Female,62.21,41.3,83.13,34,54650,0.000622141
Total,1993,Female,4,3.19,4.81,104,1766500,5.89e-05
00-04,1993,Female,0,0,0,0,137870,0
05-09,1993,Female,0,0,0,0,129390,0
10-14,1993,Female,0,0,0,0,122840,0
15-19,1993,Female,0,0,0,0,131290,0
20-24,1993,Female,0,0,0,0,140260,0
25-29,1993,Female,0.73,0,2.15,1,137440,7.28e-06
30-34,1993,Female,1.34,0,3.2,2,148920,1.34e-05
35-39,1993,Female,0.74,0,2.2,1,134770,7.42e-06
40-44,1993,Female,1.65,0,3.94,2,121000,1.65e-05
45-49,1993,Female,4.79,0.59,8.98,5,104430,4.79e-05
50-54,1993,Female,2.27,0,5.41,2,88270,2.27e-05
55-59,1993,Female,9.78,2.53,17.02,7,71610,9.78e-05
60-64,1993,Female,11.91,3.66,20.17,8,67160,0.000119119
65-69,1993,Female,10.5,2.72,18.28,7,66650,0.000105026
70-74,1993,Female,19.52,8.47,30.56,12,61480,0.000195185
75-79,1993,Female,34.44,17.56,51.31,16,46460,0.000344382
80+,1993,Female,72.32,50.18,94.46,41,56690,0.000723232
Total,1994,Female,3.9,3.13,4.66,111,1792200,6.19e-05
00-04,1994,Female,0,0,0,0,138940,0
05-09,1994,Female,0,0,0,0,135010,0
10-14,1994,Female,0,0,0,0,124960,0
15-19,1994,Female,0,0,0,0,128110,0
20-24,1994,Female,0.71,0,2.09,1,141300,7.08e-06
25-29,1994,Female,0,0,0,0,137220,0
30-34,1994,Female,1.33,0,3.17,2,150740,1.33e-05
35-39,1994,Female,0.73,0,2.15,1,137650,7.26e-06
40-44,1994,Female,0.81,0,2.39,1,123630,8.09e-06
45-49,1994,Female,1.82,0,4.34,2,109890,1.82e-05
50-54,1994,Female,9.04,2.78,15.3,8,88510,9.04e-05
55-59,1994,Female,2.7,0,6.45,2,74030,2.7e-05
60-64,1994,Female,4.45,0,9.49,3,67360,4.45e-05
65-69,1994,Female,7.4,0.91,13.89,5,67540,7.4e-05
70-74,1994,Female,26.35,13.44,39.26,16,60730,0.000263461
75-79,1994,Female,41.81,23.49,60.14,20,47830,0.000418148
80+,1994,Female,85.06,61.48,108.64,50,58780,0.000850629
Total,1995,Female,4.2,3.38,5.01,113,1820500,6.21e-05
00-04,1995,Female,0,0,0,0,137530,0
05-09,1995,Female,0,0,0,0,138310,0
10-14,1995,Female,0,0,0,0,126330,0
15-19,1995,Female,0,0,0,0,128660,0
20-24,1995,Female,0.71,0,2.12,1,139870,7.15e-06
25-29,1995,Female,0,0,0,0,141350,0
30-34,1995,Female,1.32,0,3.15,2,151650,1.32e-05
35-39,1995,Female,0.71,0,2.09,1,141750,7.05e-06
40-44,1995,Female,2.36,0,5.02,3,127320,2.36e-05
45-49,1995,Female,2.58,0,5.5,3,116240,2.58e-05
50-54,1995,Female,5.53,0.68,10.38,5,90390,5.53e-05
55-59,1995,Female,6.58,0.81,12.35,5,75960,6.58e-05
60-64,1995,Female,13.36,4.63,22.08,9,67390,0.000133551
65-69,1995,Female,14.85,5.65,24.05,10,67350,0.000148478
70-74,1995,Female,26.12,13.32,38.92,16,61250,0.000261224
75-79,1995,Female,33.24,16.95,49.52,16,48140,0.000332364
80+,1995,Female,68.91,48.07,89.75,42,60950,0.000689089
Total,1996,Female,4.38,3.57,5.2,121,1892070,6.4e-05
00-04,1996,Female,0,0,0,0,142520,0
05-09,1996,Female,0,0,0,0,144270,0
10-14,1996,Female,0,0,0,0,130880,0
15-19,1996,Female,0,0,0,0,132500,0
20-24,1996,Female,0,0,0,0,140440,0
25-29,1996,Female,1.37,0,3.27,2,145930,1.37e-05
30-34,1996,Female,1.94,0,4.14,3,154410,1.94e-05
35-39,1996,Female,0.67,0,1.97,1,150340,6.65e-06
40-44,1996,Female,1.5,0,3.57,2,133570,1.5e-05
45-49,1996,Female,1.61,0,3.84,2,124250,1.61e-05
50-54,1996,Female,5.18,0.64,9.71,5,96600,5.18e-05
55-59,1996,Female,8.45,2.19,14.72,7,82800,8.45e-05
60-64,1996,Female,10.11,2.62,17.6,7,69250,0.000101083
65-69,1996,Female,17.45,7.58,27.32,12,68780,0.000174469
70-74,1996,Female,28.67,15.42,41.91,18,62790,0.00028667
75-79,1996,Female,58.54,37.23,79.84,29,49540,0.000585386
80+,1996,Female,52.22,34.4,70.03,33,63200,0.000522152
Total,1997,Female,3.68,2.97,4.4,112,1918330,5.84e-05
00-04,1997,Female,0,0,0,0,141590,0
05-09,1997,Female,0,0,0,0,147950,0
10-14,1997,Female,0,0,0,0,133280,0
15-19,1997,Female,0,0,0,0,132580,0
20-24,1997,Female,0.73,0,2.17,1,136700,7.32e-06
25-29,1997,Female,0,0,0,0,147450,0
30-34,1997,Female,0,0,0,0,154080,0
35-39,1997,Female,1.29,0,3.07,2,155530,1.29e-05
40-44,1997,Female,2.18,0,4.65,3,137550,2.18e-05
45-49,1997,Female,1.59,0,3.8,2,125480,1.59e-05
50-54,1997,Female,1.96,0,4.67,2,102260,1.96e-05
55-59,1997,Female,4.62,0.09,9.16,4,86490,4.62e-05
60-64,1997,Female,7.12,0.88,13.36,5,70240,7.12e-05
65-69,1997,Female,11.7,3.59,19.81,8,68370,0.00011701
70-74,1997,Female,33.54,19.19,47.88,21,62620,0.000335356
75-79,1997,Female,35.39,19.04,51.74,18,50860,0.000353913
80+,1997,Female,70.44,50.09,90.8,46,65300,0.000704441
Total,1998,Female,4.13,3.36,4.91,120,1937730,6.19e-05
00-04,1998,Female,0,0,0,0,140650,0
05-09,1998,Female,0,0,0,0,149020,0
10-14,1998,Female,0,0,0,0,136480,0
15-19,1998,Female,0,0,0,0,133050,0
20-24,1998,Female,0,0,0,0,132590,0
25-29,1998,Female,0,0,0,0,146130,0
30-34,1998,Female,1.96,0,4.19,3,152720,1.96e-05
35-39,1998,Female,1.25,0,2.99,2,159490,1.25e-05
40-44,1998,Female,0,0,0,0,141110,0
45-49,1998,Female,0.79,0,2.34,1,126510,7.9e-06
50-54,1998,Female,6.4,1.66,11.14,7,109380,6.4e-05
55-59,1998,Female,9.02,2.77,15.27,8,88700,9.02e-05
60-64,1998,Female,11.15,3.42,18.88,8,71750,0.000111498
65-69,1998,Female,19.11,8.72,29.51,13,68010,0.000191148
70-74,1998,Female,25.47,12.99,37.96,16,62810,0.000254737
75-79,1998,Female,38.29,21.51,55.07,20,52230,0.000382922
80+,1998,Female,62.59,43.66,81.52,42,67100,0.000625931
Total,1999,Female,4.27,3.49,5.05,128,1951360,6.56e-05
00-04,1999,Female,0,0,0,0,138870,0
05-09,1999,Female,0,0,0,0,148370,0
10-14,1999,Female,0,0,0,0,139650,0
15-19,1999,Female,0,0,0,0,133210,0
20-24,1999,Female,0.77,0,2.29,1,129460,7.72e-06
25-29,1999,Female,0,0,0,0,142920,0
30-34,1999,Female,1.32,0,3.14,2,151910,1.32e-05
35-39,1999,Female,1.86,0,3.97,3,160930,1.86e-05
40-44,1999,Female,2.76,0.06,5.47,4,144720,2.76e-05
45-49,1999,Female,4.68,0.94,8.42,6,128220,4.68e-05
50-54,1999,Female,9.56,3.91,15.21,11,115050,9.56e-05
55-59,1999,Female,2.2,0,5.25,2,90970,2.2e-05
60-64,1999,Female,5.38,0.11,10.66,4,74290,5.38e-05
65-69,1999,Female,17.77,7.72,27.82,12,67530,0.000177699
70-74,1999,Female,22.26,10.6,33.92,14,62900,0.000222576
75-79,1999,Female,40.85,23.78,57.92,22,53860,0.000408466
80+,1999,Female,68.61,49,88.23,47,68500,0.000686131
Total,2000,Female,4.03,3.28,4.78,123,1965130,6.26e-05
00-04,2000,Female,0,0,0,0,137760,0
05-09,2000,Female,0,0,0,0,146330,0
10-14,2000,Female,0,0,0,0,143400,0
15-19,2000,Female,0,0,0,0,134360,0
20-24,2000,Female,0,0,0,0,127430,0
25-29,2000,Female,0.72,0,2.13,1,138960,7.2e-06
30-34,2000,Female,1.32,0,3.14,2,151770,1.32e-05
35-39,2000,Female,3.11,0.38,5.84,5,160530,3.11e-05
40-44,2000,Female,0.67,0,2,1,148150,6.75e-06
45-49,2000,Female,1.54,0,3.67,2,130190,1.54e-05
50-54,2000,Female,6.68,2.05,11.31,8,119720,6.68e-05
55-59,2000,Female,5.36,0.66,10.06,5,93280,5.36e-05
60-64,2000,Female,11.57,4.01,19.13,9,77790,0.000115696
65-69,2000,Female,13.43,4.66,22.21,9,66990,0.000134348
70-74,2000,Female,22.25,10.59,33.91,14,62920,0.000222505
75-79,2000,Female,40.4,23.52,57.29,22,54450,0.00040404
80+,2000,Female,63.29,44.8,81.78,45,71100,0.000632911
Total,2001,Female,3.52,2.82,4.22,108,1980300,5.45e-05
00-04,2001,Female,0,0,0,0,137140,0
05-09,2001,Female,0,0,0,0,143150,0
10-14,2001,Female,0,0,0,0,147100,0
15-19,2001,Female,0,0,0,0,136360,0
20-24,2001,Female,0,0,0,0,128120,0
25-29,2001,Female,0,0,0,0,133270,0
30-34,2001,Female,0.66,0,1.94,1,152250,6.57e-06
35-39,2001,Female,2.52,0.05,5,4,158450,2.52e-05
40-44,2001,Female,1.32,0,3.14,2,152090,1.32e-05
45-49,2001,Female,2.26,0,4.81,3,132890,2.26e-05
50-54,2001,Female,3.25,0.07,6.44,4,122950,3.25e-05
55-59,2001,Female,8.36,2.57,14.16,8,95660,8.36e-05
60-64,2001,Female,6.11,0.75,11.46,5,81870,6.11e-05
65-69,2001,Female,17.87,7.76,27.99,12,67140,0.000178731
70-74,2001,Female,20.53,9.37,31.7,13,63310,0.000205339
75-79,2001,Female,34.77,19.13,50.4,19,54650,0.000347667
80+,2001,Female,50.07,33.93,66.2,37,73900,0.000500677
Total,2002,Female,3.47,2.79,4.15,108,2013420,5.36e-05
00-04,2002,Female,0,0,0,0,137340,0
05-09,2002,Female,0,0,0,0,142860,0
10-14,2002,Female,0,0,0,0,150430,0
15-19,2002,Female,0,0,0,0,140640,0
20-24,2002,Female,0,0,0,0,132230,0
25-29,2002,Female,0,0,0,0,130530,0
30-34,2002,Female,0.65,0,1.92,1,154050,6.49e-06
35-39,2002,Female,2.53,0.05,5.01,4,158230,2.53e-05
40-44,2002,Female,1.27,0,3.03,2,157370,1.27e-05
45-49,2002,Female,2.19,0,4.67,3,136880,2.19e-05
50-54,2002,Female,3.23,0.06,6.4,4,123800,3.23e-05
55-59,2002,Female,7.9,2.43,13.37,8,101280,7.9e-05
60-64,2002,Female,5.85,0.72,10.97,5,85530,5.85e-05
65-69,2002,Female,17.58,7.63,27.53,12,68260,0.000175798
70-74,2002,Female,20.56,9.38,31.74,13,63230,0.000205599
75-79,2002,Female,34.76,19.13,50.39,19,54660,0.000347603
80+,2002,Female,49.93,34.06,65.81,38,76100,0.000499343
Total,2003,Female,3.38,2.71,4.04,109,2052040,5.31e-05
00-04,2003,Female,0,0,0,0,137750,0
05-09,2003,Female,0,0,0,0,143220,0
10-14,2003,Female,0,0,0,0,152570,0
15-19,2003,Female,0.69,0,2.04,1,145020,6.9e-06
20-24,2003,Female,0,0,0,0,137940,0
25-29,2003,Female,0,0,0,0,129870,0
30-34,2003,Female,1.28,0,3.06,2,155930,1.28e-05
35-39,2003,Female,0.63,0,1.87,1,158460,6.31e-06
40-44,2003,Female,1.84,0,3.93,3,162800,1.84e-05
45-49,2003,Female,4.95,1.28,8.61,7,141530,4.95e-05
50-54,2003,Female,3.2,0.06,6.33,4,125170,3.2e-05
55-59,2003,Female,4.61,0.57,8.65,5,108430,4.61e-05
60-64,2003,Female,9.14,2.81,15.47,8,87520,9.14e-05
65-69,2003,Female,12.91,4.47,21.34,9,69740,0.000129051
70-74,2003,Female,14.25,4.94,23.56,9,63160,0.000142495
75-79,2003,Female,34.53,19,50.05,19,55030,0.000345266
80+,2003,Female,52.63,36.52,68.74,41,77900,0.000526316
Total,2004,Female,3.6,2.91,4.29,115,2084310,5.52e-05
00-04,2004,Female,0,0,0,0,139050,0
05-09,2004,Female,0,0,0,0,142750,0
